baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,nlog10padj
22.521902,-0.5771627724041953,0.5492883403231343,-1.0507464477848976,0.29337505721016544,0.4840455024395046,ENSG00000179403.12,VWA1,0.31511381081524
6.9920454,-0.22460523125242401,0.963512740275224,-0.2331108057671,0.815675364240637,0.903843021932602,ENSG00000215915.9,ATAD3C,0.04390699057369353
154.5378,0.3174107466633282,0.15958688355368883,1.9889525980782978,0.04670643530372335,0.12008335367850657,ENSG00000160072.19,ATAD3B,0.9205171916531021
8.550961,-1.6366931408679215,0.9117062271963441,-1.7951979399121127,0.07262216859535757,0.17177503655372503,ENSG00000284740.1,AL645728.2,0.7650399503691854
273.58997,-0.03500229360626628,0.08711555523109012,-0.4017915458773834,0.6878374444740143,0.8253821893018758,ENSG00000197785.13,ATAD3A,0.08334490688018058
1059.5234,-0.29578189914429154,0.15196147892243872,-1.946426826335764,0.05160348976800482,0.12969651812400393,ENSG00000160075.12,SSU72,0.8870716829739735
28.979591,-0.0014918469456866408,0.5032584619808125,-0.00296437528305986,0.9976347741932999,0.9987527477117921,ENSG00000197530.12,MIB2,0.0005420128700145849
282.17728,0.004023397446859794,0.1828891069219759,0.02199910926666756,0.9824486660690882,0.9910283278873967,ENSG00000248333.8,CDK11B,0.003913931317603368
453.02734,-0.015264881962831916,0.08086289436018625,-0.18877486495645093,0.850269272485871,0.9224595485354936,ENSG00000189339.11,SLC35E2B,0.0350526693239208
170.61554,-0.27982466062336653,0.11050449748403783,-2.532246804378136,0.01133341879145714,0.03742502933763834,ENSG00000008128.23,CDK11A,1.4268378505395005
10.863032,0.02718298702962726,0.7714559099277761,0.035235956688920995,0.9718915907317791,0.9854761887633776,ENSG00000227775.3,AL031282.1,0.006353864751968652
178.38564,-0.22099033555316627,0.10783260726396396,-2.04938321682423,0.04042465706711548,0.10712017560902672,ENSG00000215790.7,SLC35E2A,0.9701287240284526
131.50136,-0.22357497473505616,0.1256898746699485,-1.7787827008511712,0.07527539439963356,0.17649788431289098,ENSG00000008130.15,NADK,0.7532604961500617
688.5683,0.30898410607670235,0.13811425517560966,2.2371630334887223,0.02527568644405379,0.0727107132421416,ENSG00000078369.18,GNB1,1.1384015952047513
11.644157,-0.1794347283315854,0.7509290550641083,-0.23895030711824927,0.811144115770405,0.9014284301051206,ENSG00000142609.18,CFAP74,0.04506874885760233
5.8367157,0.23339781796600859,1.0614155969222414,0.21989296053570911,0.8259545188244422,0.9095405680732055,ENSG00000187730.9,GABRD,0.04117792541038044
398.1301,0.0697661242744852,0.16606100012098182,0.42012347404663286,0.6743952551150119,0.8179063850989651,ENSG00000162585.17,FAAP20,0.08729640141615401
45.150223,0.5225901904307862,0.32487090402864655,1.6086087856753868,0.10770191193920896,0.2338670087822823,ENSG00000157933.10,SKI,0.6310310390474735
61.201653,-0.06131440449348922,0.33848249424218335,-0.1811449795380523,0.8562537799838139,0.9250458195602165,ENSG00000116151.14,MORN1,0.03383675516439235
5.9979,0.029576813773092566,1.0387813329358384,0.02847260807960573,0.977285214754929,0.9881819418404056,ENSG00000269896.2,AL513477.1,0.005163086725414681
2182.3777,0.22669110972799095,0.10594972790910655,2.139610117002542,0.03238628832820259,0.08913905221315677,ENSG00000157916.20,RER1,1.0499319879386952
646.1544,-0.0307994479675216,0.06893639251375823,-0.4467806748282439,0.6550334258592503,0.804506744206183,ENSG00000157911.10,PEX10,0.09447031084493523
90.52229,-1.8091265179806972,1.5669821853491541,-1.1545290909466137,0.24828331897009548,0.4323942518507978,ENSG00000157881.14,PANK4,0.36412008809077356
10.67744,-0.0274780646849634,0.7882297791608964,-0.034860475221089655,0.9721909976472374,0.9854975224753699,ENSG00000157873.17,TNFRSF14,0.0063444631923798
180.21237,0.49121261992993254,0.10968789021338472,4.47827576019866,7.524835775745542e-06,5.162122690015231e-05,ENSG00000157870.16,PRXL2B,4.287171677637289
22.65139,0.4231959201164111,0.5469110657111281,0.7737929375521873,0.439053249635072,0.6318327522259052,ENSG00000162591.16,MEGF6,0.1993978653851154
98.410034,0.10533403197383603,0.27395513076935746,0.38449373690510164,0.7006125370579065,0.8345717698943518,ENSG00000158109.15,TPRG1L,0.07853630975905686
328.37415,-0.12010031696070526,0.17168434420351558,-0.6995414609170052,0.4842137116633023,0.6720018795762915,ENSG00000116213.16,WRAP73,0.1726295122311894
13.661285,0.8592396730640947,0.7073937004362049,1.2146555341590632,0.22449749850681655,0.4031678446523505,ENSG00000078900.15,TP73,0.39451411308765516
169.00888,0.16748275589179706,0.36332404568566135,0.46097349702171614,0.6448176197835527,0.7961361375162075,ENSG00000227372.12,TP73-AS1,0.09901266251765291
529.38806,-0.0719751372393279,0.2070948896736196,-0.34754666014579266,0.7281806707067453,0.8529178889068524,ENSG00000130764.10,LRRC47,0.06909277670015511
119.05123,-0.13909741361001934,0.27358500827465454,-0.5084248383609462,0.611155437368188,0.7700167842768946,ENSG00000116198.13,CEP104,0.11349980828285088
48.82,-0.13916306884319285,0.37381734905016667,-0.37227557575054393,0.7096876816023695,0.8416524825277774,ENSG00000169598.15,DFFB,0.07486719124932728
400.95892,0.34781357153852477,0.07285637116571583,4.773962331275101,1.8063618277460923e-06,1.3642636988325845e-05,ENSG00000198912.11,C1orf174,4.8651016766890125
106.50549,0.2210343289792509,0.14035348423128713,1.5748403410848755,0.11529330214484378,0.24680689779303233,ENSG00000131697.18,NPHP4,0.60764270674743
41.807755,-0.649158628162702,0.22632771821083697,-2.8682241543122626,0.004127829703548072,0.01567106695529713,ENSG00000069424.14,KCNAB2,1.8049014338426166
2251.8865,0.007747952909332117,0.2025139954033449,0.03825885166060057,0.9694812983668717,0.9844737124747441,ENSG00000116251.11,RPL22,0.006795875950020263
30.19569,-1.7776913931053673,0.5065782916752224,-3.5092135259619086,0.0004494339303164958,0.002188521614382507,ENSG00000158286.13,RNF207,2.6598491598296206
2235.3105,-0.12331778097786589,0.13252853279263688,-0.9304998582517867,0.3521123374925528,0.5494209062712991,ENSG00000116237.16,ICMT,0.26009481905903814
601.516,-0.40370936300278054,0.15517945203737388,-2.6015645609159,0.00927995962967075,0.03150646640534904,ENSG00000158292.7,GPR153,1.5016003022119842
1898.551,0.27754957741033837,0.08705275261842552,3.1882918007993286,0.001431160316562951,0.006171932012842483,ENSG00000097021.19,ACOT7,2.209578866570324
153.16483,-0.808182207650132,0.2261584718127439,-3.5735217043706227,0.00035221203399881854,0.0017611814969090078,ENSG00000069812.11,HES2,2.7541958859155145
477.3139,0.314478301852335,0.13183466878635478,2.385399111989003,0.017060601148902007,0.052736730467943256,ENSG00000215788.10,TNFRSF25,1.2778867987698488
991.4325,-0.0018914404437806482,0.13609808906947174,-0.013897626753709641,0.9889116551238313,0.994111221675044,ENSG00000171680.21,PLEKHG5,0.002565023794277378
376.35754,0.12941772644194185,0.13215076054185546,0.9793188167157918,0.32742247588485396,0.5217195016404544,ENSG00000162408.11,NOL9,0.28256292924169785
641.8363,-0.8024305410099271,0.15256915791301348,-5.259454479439604,1.4448338942908004e-07,1.2819809785773385e-06,ENSG00000173662.21,TAS1R1,5.892118418623898
142.638,-0.4166863505979561,0.23295560505061458,-1.7886942471610507,0.07366406995482801,0.1735889025104356,ENSG00000204859.13,ZBTB48,0.7604780425957864
2252.2852,-0.5935111517035601,0.13913863027455806,-4.26561013668456,1.9935663861987776e-05,0.0001261491266872775,ENSG00000162413.16,KLHL21,3.8991157516958257
175.65768,0.07612123510304075,0.19160937534837583,0.3972730194680737,0.6911661411375298,0.8275977649717383,ENSG00000116273.6,PHF13,0.0821806908697052
224.53223,-0.03768458046658791,0.0960716785454318,-0.39225483552644563,0.6948699310127471,0.8307393491888356,ENSG00000041988.15,THAP3,0.08053521805186155
1015.95496,-0.06595185999622348,0.045184081475471004,-1.459625997532486,0.1443928902474696,0.29343513857374615,ENSG00000007923.16,DNAJC11,0.5324878810349002
485.31784,0.09554176545994372,0.18116437949115868,0.5273761085280366,0.5979324312141718,0.7596347953356308,ENSG00000171735.19,CAMTA1,0.11939515046982367
2100.6853,0.053058512772238386,0.1977281678991493,0.2683406888152665,0.7884370891293012,0.8881006274385765,ENSG00000049245.13,VAMP3,0.051537823111765364
150.70404,0.24929721424681903,0.23117918798963324,1.0783722203315216,0.28086767906146726,0.4712190829200708,ENSG00000049246.14,PER3,0.32677713027725397
18.205582,0.15890963666522545,0.6102045136997559,0.2604202904067916,0.7945395932785693,0.8918138127761207,ENSG00000049249.8,TNFRSF9,0.04972580540422639
5386.1187,-0.09749050404166232,0.07143659161448564,-1.3647138229631546,0.17234301334413515,0.3350902737337745,ENSG00000116288.13,PARK7,0.47483817773039283
3364.0713,0.7997930599489229,0.1209373691084244,6.6132831055046495,3.7588859288241615e-11,4.92899621886283e-10,ENSG00000116285.13,ERRFI1,9.307241515001623
29.541302,-0.15664067830162645,0.27151838719476656,-0.576906337430711,0.5640027292247485,0.7348589549794855,ENSG00000162426.14,SLC45A1,0.1337960091501236
258.7738,-0.6334403577824381,0.09092247318526335,-6.966818384842459,3.2418873044532388e-12,4.682511055864996e-11,ENSG00000142599.18,RERE,10.329521188539912
11435.881,0.7327836518905225,0.09745613849252793,7.519112322993445,5.5149390939804914e-14,9.396109846035306e-13,ENSG00000074800.15,ENO1,12.02705191470753
5.7521987,-0.35458110855319064,0.6022148079044797,-0.588795067638776,0.5559987549865011,0.729504965345768,ENSG00000238249.2,HMGN2P17,0.13697174775280652
1403.505,-1.2727359964742646,0.11507473184758242,-11.060082226913337,1.9591783449805534e-28,7.425439387921074e-27,ENSG00000142583.17,SLC2A5,26.12927784260286
60.557274,-0.08703112312303363,0.18494203483119193,-0.4705859498219122,0.6379364429972816,0.7917480682753539,ENSG00000180758.12,GPR157,0.10141298755614868
200.80626,0.29230062555645875,0.2108837895241565,1.386074416701318,0.1657241813570709,0.3250881373755731,ENSG00000049239.12,H6PD,0.48799887783185086
118.49965,-0.15761688561159773,0.25118728138233665,-0.6274875254200719,0.5303397107373978,0.7085453908637483,ENSG00000171621.14,SPSB1,0.14963232273449725
45.87858,-0.40669291931637574,0.39751719791800577,-1.0230825771725796,0.30626880392457734,0.4987992772096,ENSG00000171612.7,SLC25A33,0.30207418451207907
174.65396,0.29696825092120716,0.12056489624443884,2.4631402686161654,0.013772602311797819,0.044054372788345,ENSG00000188807.13,TMEM201,1.3560109775221838
182.23755,0.7594082922054062,0.11167719973536493,6.800029853944517,1.0459747337866651e-11,1.4460351652997362e-10,ENSG00000171608.15,PIK3CD,9.839821145554675
168.53387,0.33316476530957245,0.11226268251844486,2.96772496287743,0.0030001265081569363,0.01184384998433671,ENSG00000171603.17,CLSTN1,1.9265071020753228
79.16409,0.9397408143593692,0.2289007033681717,4.10545184235567,4.035253466029318e-05,0.0002421485709503166,ENSG00000178585.15,CTNNBIP1,3.615918089616505
513.3067,0.04083784233938541,0.14737147748484034,0.2771081829154239,0.7816970387210718,0.8843515091633604,ENSG00000162441.12,LZIC,0.05337507871219259
256.81448,-0.38350338648089083,0.180677992447526,-2.1225794092895462,0.03378911191430081,0.09209214204806433,ENSG00000173614.14,NMNAT1,1.03577742529454
397.95557,0.16696801401695352,0.1023775226888389,1.6309050036737822,0.10291036579480599,0.22582719121351533,ENSG00000130939.19,UBE4B,0.6462237670921243
4120.5513,-0.48589009753823414,0.0979538697151407,-4.960397164004337,7.034919615315667e-07,5.632592009703377e-06,ENSG00000054523.17,KIF1B,5.249291705244596
4245.082,-0.08371488495793415,0.1352345377565683,-0.6190347994432225,0.5358934340981195,0.7132797624581242,ENSG00000142657.21,PGD,0.1467400978318985
9.415786,-0.40149827264364285,0.8152277286849935,-0.4924983026414979,0.6223671215506265,0.7790859896885903,ENSG00000251503.8,CENPS-CORT,0.10841460550297216
113.28094,0.631005916323016,0.2870501151069627,2.1982430353246363,0.027931791402677965,0.07882787062083926,ENSG00000175279.22,CENPS,1.1033202048859272
724.3039,0.04517046038967254,0.06967232149920137,0.6483271895883406,0.5167733518239007,0.6992537405990233,ENSG00000160049.12,DFFA,0.15536520172844842
216.93697,0.3546499768653636,0.12268998968095925,2.890618686883818,0.003844843183583505,0.014741612163998457,ENSG00000142655.13,PEX14,1.8314550188078944
543.94977,-1.191666373572856,0.14360059049640925,-8.298478226680091,1.0545342433593222e-16,2.2152849604347206e-15,ENSG00000130940.15,CASZ1,14.654570400915237
2445.1416,0.09701378125943173,0.029198253002192812,3.3225885552860275,0.0008918635737312924,0.0040520474604956,ENSG00000120948.17,TARDBP,2.3923254765124886
24.31468,0.19704157412588502,0.4448235829796585,0.44296566473836346,0.6577905699709443,0.8065282467858964,ENSG00000277726.4,AL109811.3,0.09338041784919854
221.36534,0.43216417923744693,0.2795840660196491,1.545739660310522,0.12216745480211731,0.25869916468381254,ENSG00000116649.10,SRM,0.587204973578766
991.83716,0.390009999250156,0.11326290087103892,3.4434046475131446,0.0005744391187593484,0.0027321619423036378,ENSG00000171824.14,EXOSC10,2.563493562470565
653.151,-0.42240914239422306,0.14825597943692015,-2.8491878978409058,0.004383098613980875,0.016491720964371792,ENSG00000198793.12,MTOR,1.7827340219581627
22.713417,0.28074789822338114,0.3782983813019356,0.7421334906514035,0.4580064602835403,0.649450207822201,ENSG00000171819.5,ANGPTL7,0.18745413989040427
427.43198,0.027130957774625857,0.1679340151442703,0.16155725063393467,0.8716545240114554,0.933382787736079,ENSG00000120942.13,UBIAD1,0.029940212086137744
171.49323,-0.6713625650644852,0.13536320215705902,-4.959712494725986,7.059758576639355e-07,5.649363588671272e-06,ENSG00000132879.14,FBXO44,5.24800047350722
66.319016,-0.537058113003639,0.21532615715720888,-2.4941610443153674,0.012625524709900905,0.04109240284504967,ENSG00000116663.11,FBXO6,1.3862384629767464
762.5552,-0.09525083169481602,0.12680358334927713,-0.7511682965019223,0.452551377477148,0.6441690326983998,ENSG00000116670.15,MAD2L2,0.19100015696349615
18.353228,0.33632872654082085,0.46575701656082774,0.7221119909782323,0.470225626537758,0.659752096928484,ENSG00000162490.7,DRAXIN,0.18061922076229345
628.20435,0.01720464482144152,0.10806779868371585,0.15920232512364477,0.8735094720434449,0.9342268273501636,ENSG00000177674.16,AGTRAP,0.0295476656257855
128.33514,-0.1924598032268597,0.24897963486558386,-0.7729941580594035,0.43952583801431533,0.6324359457841751,ENSG00000215910.7,C1orf167,0.19898345402752077
336.64386,-0.4566127187566846,0.13607952612722188,-3.3554843388401685,0.0007922614222656796,0.003645155881333948,ENSG00000177000.12,MTHFR,2.4382838947930248
388.19995,-0.266139421187672,0.07315372793496507,-3.638084192021964,0.00027467364282317177,0.0014113849908747474,ENSG00000011021.23,CLCN6,2.850354505305551
84.35068,-1.1192619771949865,0.16620365879848845,-6.7342800109594565,1.647436484940445e-11,2.2328840350509334e-10,ENSG00000175206.10,NPPA,9.6511338314495
197.69492,-0.6829068414910267,0.1044605098622262,-6.537464180403847,6.257062379524557e-11,8.059229591941302e-10,ENSG00000116685.16,KIAA2013,9.093706471837612
4955.8003,0.40664765047824236,0.10430618059248968,3.898595923734955,9.67520728855168e-05,0.0005458791711607084,ENSG00000083444.17,PLOD1,3.2629034765358513
2042.1528,0.1506988138600148,0.06435738787454331,2.341593076365736,0.01920163749869361,0.05820233241408153,ENSG00000116688.16,MFN2,1.2350596109812428
362.1969,0.054669912955939134,0.17065445916942185,0.32035443563571986,0.7486996619444017,0.8644705928082196,ENSG00000116691.11,MIIP,0.06324977578316648
38.254353,3.086053721269146,0.5423184075477793,5.6904830784252125,1.2668046632775015e-08,1.2699541776337162e-07,ENSG00000028137.19,TNFRSF1B,6.896211948933683
145.55644,-0.32882076479679434,0.22453229394159369,-1.4644698053204257,0.14306562732210712,0.2914314687352943,ENSG00000048707.15,VPS13D,0.5354635549675386
247.34573,0.1101599572897125,0.18421260398304082,0.5980044519638524,0.5498369625209296,0.7247941652700521,ENSG00000162496.9,DHRS3,0.13978531146979092
2885.5195,-0.14293171997740436,0.0783088343576196,-1.8252311013169469,0.06796616231668022,0.16269661718898523,ENSG00000162493.16,PDPN,0.7886214768813967
734.7562,-0.4241130270175213,0.07464468826750349,-5.681757628856742,1.3331750143167454e-08,1.3337262927513352e-07,ENSG00000116731.22,PRDM2,6.874933287169185
217.30893,-0.18452538504246324,0.20462762610856605,-0.9017618419937224,0.36718339380753606,0.5651610798971682,ENSG00000189337.17,KAZN,0.24782775370226706
11.386843,-1.1444493656744978,0.8234553270473789,-1.3898135431075427,0.1645855044913198,0.32346644776550204,ENSG00000171729.14,TMEM51,0.49017076076345434
178.59183,-1.4019743925751096,0.22908411865642472,-6.119910890364947,9.362770107673443e-10,1.0760884472128876e-08,ENSG00000142621.19,FHAD1,7.968152031125165
196.92502,-1.0445138413322195,0.20900964900471292,-4.997443162581776,5.80954539850452e-07,4.719158422198747e-06,ENSG00000142634.13,EFHD2,5.326135443141926
4.9591045,-2.133371982320065,1.235743961758962,-1.7263867340961283,0.08427786076914427,0.19351113997546635,ENSG00000142615.8,CELA2A,0.7132940286263929
73.08316,0.1636851583962806,0.3119842975052435,0.5246583232078517,0.5998207345069491,0.761167740370913,ENSG00000215704.9,CELA2B,0.11851962615982611
466.31522,-1.0854022905828447,0.11898965565725356,-9.121820586735005,7.387274797327412e-20,1.8881250634695545e-18,ENSG00000132906.18,CASP9,17.72396924278378
608.3605,-0.5212087031736645,0.05897949471123955,-8.837117132411432,9.82201480261093e-19,2.3802398476577673e-17,ENSG00000116138.13,DNAJC16,16.623379278546025
47.38872,-0.9104594008775844,0.3847681779578324,-2.366254417685663,0.017969091314522737,0.05505262336885016,ENSG00000116771.6,AGMAT,1.2592219811886896
615.5574,-0.41006611036177004,0.11256373373627579,-3.6429682700691948,0.00026951207165998704,0.001387318167452614,ENSG00000197312.12,DDI2,2.8578239264372622
129.75719,-0.20220551582365273,0.24641311967256896,-0.8205955758051405,0.4118766685672216,0.6073372438357135,ENSG00000215695.1,RSC1A1,0.21657008575314787
539.87,-0.6030724711848373,0.0647501942231688,-9.313832621200802,1.2330093546409577e-20,3.29014040293532e-19,ENSG00000116786.13,PLEKHM2,18.482785568639997
197.43173,-1.2358073994082241,0.20721068103380813,-5.964013984426758,2.4611566144213075e-09,2.6902220944984713e-08,ENSG00000162461.8,SLC25A34,7.570211864817821
947.63354,-0.23131972531893313,0.15075609582323418,-1.5343971602326587,0.12493197581061527,0.26294223008074397,ENSG00000162458.13,FBLIM1,0.5801396580238052
36.25499,-0.19777909313361472,0.43635644005158486,-0.4532512299124858,0.6503678467030887,0.8006778697769087,ENSG00000178715.8,AL450998.1,0.09654217494804662
220.81433,-0.199706128505402,0.09699644940095338,-2.0589014313284655,0.0395036819536007,0.10492871861637103,ENSG00000065526.11,SPEN,0.9791056306849449
561.19836,-0.07421299807995825,0.060822638472386184,-1.2201542048139093,0.22240642345946127,0.40070145748262875,ENSG00000116809.11,ZBTB17,0.3971790778929504
3819.037,0.5855570187299721,0.0271225616413144,21.589296264628018,2.2643435443466886e-103,5.30148562737686e-101,ENSG00000173641.17,HSPB7,100.2756024116517
126.59935,0.928853227667665,0.33884721020692443,2.7412155086076715,0.0061212343996031576,0.02204312541419981,ENSG00000142627.13,EPHA2,1.6567268284269117
27.054035,0.18217929341696062,0.5027453502474529,0.3623689275838978,0.717076356105788,0.8464043247057748,ENSG00000142632.17,ARHGEF19,0.07242212627408853
18.322153,-0.7839341349360839,0.615171116384647,-1.274335081827728,0.20254468855271224,0.37650642835589326,ENSG00000132881.12,CPLANE2,0.4242276043884895
327.6693,-0.08904262385953558,0.07951139107037923,-1.1198725448120987,0.262768079498399,0.44932753469180814,ENSG00000037637.11,FBXO42,0.34743696712184474
1935.6047,0.3432189638924146,0.1017861433105158,3.3719615728573897,0.000746348609851188,0.003456922916592165,ENSG00000055070.17,SZRD1,2.461310304366157
278.28333,0.7258620042999812,0.08994441578593655,8.07011750487655,7.023054476050116e-16,1.3889190568711645e-14,ENSG00000157191.20,NECAP2,13.85732306324619
22.716053,0.022488590923005567,0.30196657414712547,0.07447377573667667,0.9406334071376607,0.9700113582084682,ENSG00000080947.14,CROCCP3,0.01322318039521708
487.02045,-0.003930457839346038,0.06528971897836383,-0.06020025665370901,0.951996141307205,0.9760697399293704,ENSG00000219481.10,NBPF1,0.010519150996786497
92.73166,-0.031016814721309148,0.3002865811200003,-0.1032907118447435,0.9177322470644704,0.9575244443494193,ENSG00000215908.10,CROCCP2,0.01885013024648486
125.42509,0.05745816879653938,0.21149392254993532,0.27167763547897256,0.7858698990157917,0.8865848647014247,ENSG00000236698.1,EIF1AXP1,0.052279687014531985
24.22459,-0.2587975064983577,0.29298257604223404,-0.8833204690679336,0.37706314745877934,0.5741580455797378,ENSG00000058453.17,CROCC,0.2409685451012591
9.091215,-1.0591394487629717,0.5634793692586515,-1.8796419293157822,0.06015689477728229,0.14705919241950652,ENSG00000235241.1,BX284668.4,0.8325078233004611
243.5974,1.1021274822026284,0.1074488045909769,10.257233539247586,1.0980753552932864e-24,3.526473862264899e-23,ENSG00000117122.13,MFAP2,22.45265933073791
171.08072,0.10355118525525026,0.22905025146042396,0.4520893759994067,0.6512045969291959,0.801289327026726,ENSG00000159363.18,ATP13A2,0.0962106419142352
1703.1309,-0.153456989485938,0.07862886722687763,-1.9516622189551518,0.05097832097161445,0.1285393967733117,ENSG00000117118.9,SDHB,0.890963742535443
1139.1044,-0.41036692067771635,0.1176850234381215,-3.486993575639523,0.0004884830914131013,0.0023620321635418316,ENSG00000117115.13,PADI2,2.626714192940272
5.0037193,1.446202686618367,1.2082817336890648,1.1969085075902737,0.23134221779141662,0.41161531350612984,ENSG00000142623.11,PADI1,0.3855084763598059
56.333897,-0.06532306526340051,0.3492854067667021,-0.18701916540999863,0.8516456062328258,0.9232627050093876,ENSG00000179051.14,RCC2,0.03467470731358829
623.1434,-0.26712036877581424,0.12779517311789448,-2.0902226763243124,0.036597801444554254,0.09867267566291782,ENSG00000074964.17,ARHGEF10L,1.005803095068328
26.118116,0.3913687474028449,0.5164409693430448,0.7578189389209341,0.44855938290685904,0.640370574574741,ENSG00000009709.12,PAX7,0.19356863239518246
667.20026,-0.6961942789889126,0.12289063869757505,-5.665153069162545,1.4689334622052598e-08,1.4675181099361013e-07,ENSG00000159423.17,ALDH4A1,6.833416530627682
