gene_name,TC_M_43_1,TC_M_43_2,TC_F_21_1,ATC_M_43_2,ATC_M_43_1,ATC_F_21_3,ATC_F_21_4,ATC_F_21_1,ATC_F_21_2
PSMC4,29.81,32.21,31.96,43.8,44.96,45.23,47.6,48.87,49.17
MAN2B2,10.48,11.76,13.92,5.16,6.81,8.52,9.12,9.69,9.41
SLC7A14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN11,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
SLC25A39,33.31,33.72,33.41,36.12,34.91,38.45,40.46,41.22,41.35
MVP,62.41,67.71,60.5,69.57,69.17,60.84,61.8,65.33,64.16
NUB1,34.28,40.59,39.49,36.32,38.7,27.2,32.89,32.51,32.64
PGM3,12.14,11.17,9.69,14.72,12.35,8.49,9.31,7.2,10.21
RWDD2A,1.09,0.65,0.86,1.47,1.38,1.31,1.15,1.05,1.28
CLK1,424.57,448.77,399.48,69.45,72.19,64.18,74.01,70.4,72.17
POLR3B,1.7,3.6,2.78,2.55,2.54,5.04,4.0,4.23,3.48
ANGEL1,7.18,6.62,7.7,6.49,7.06,8.54,8.99,9.33,11.38
RNF14,6.52,8.05,6.57,16.66,15.22,17.08,16.83,17.08,18.0
DNASE1L1,9.66,12.87,9.04,4.93,3.92,3.77,3.89,4.41,3.61
DDX11,44.53,46.16,49.29,56.7,57.54,57.19,59.86,64.77,62.14
HEBP1,4.35,5.44,4.98,12.24,10.14,10.26,12.67,13.48,12.22
GPRC5A,0.06,0.12,0.11,0.14,0.1,0.21,0.25,0.34,0.2
MAMLD1,0.91,0.76,0.49,1.45,1.82,1.41,1.13,1.56,1.25
CD6,222.84,254.94,203.56,135.05,125.76,120.9,123.82,124.22,130.92
TACC3,37.13,42.96,43.48,74.36,73.81,85.95,85.69,86.52,82.18
UFL1,8.38,8.26,8.88,14.68,14.66,13.97,14.67,14.9,14.9
POLA2,7.0,6.66,6.03,23.41,24.33,24.98,27.88,27.83,27.26
ZC3H3,9.28,9.72,8.27,31.44,30.8,13.7,13.47,13.48,13.51
CAPN1,51.63,61.6,39.29,49.06,47.49,40.42,41.26,42.88,38.5
ACPP,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDH1,35.81,35.36,36.21,73.78,69.4,69.51,70.71,72.42,71.16
SLC30A9,9.86,11.1,10.19,20.65,18.06,18.1,18.95,19.22,18.36
MTMR11,0.52,0.64,0.23,3.98,4.66,2.45,2.88,3.84,2.86
COX15,8.03,7.98,8.3,14.43,14.0,15.5,15.91,15.98,16.45
CCDC88C,142.47,157.82,146.42,48.15,46.66,38.36,42.66,39.71,38.94
YAF2,26.3,24.62,27.28,31.01,27.95,30.2,32.15,33.27,30.34
ZMYND11,18.88,22.88,17.79,13.01,11.15,9.16,10.22,9.92,11.55
WAS,39.83,39.46,39.66,35.15,36.92,34.51,34.91,36.51,35.57
DPEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,6.72,7.67,6.3,5.02,4.83,3.23,3.2,2.67,3.01
MATR3,136.12,140.62,143.23,53.35,73.05,73.49,68.22,78.14,81.67
NPC1L1,0.02,0.03,0.04,0.11,0.05,0.07,0.05,0.04,0.1
XYLT2,8.55,9.08,8.15,18.94,18.24,10.42,10.08,12.19,10.37
RGPD5,59.97,80.21,73.36,28.1,26.18,22.7,22.15,33.42,31.86
STMN4,0.02,0.16,0.0,0.02,0.0,0.0,0.06,0.05,0.08
NUDCD3,38.01,41.99,35.12,45.44,51.73,48.19,49.85,49.15,55.33
ISL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
CHDH,0.59,0.31,0.07,0.3,0.51,0.26,0.37,0.26,0.15
IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
CLCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLCA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLT8D1,11.57,10.76,8.39,16.32,15.5,17.09,15.92,15.48,16.15
ATP2C1,19.67,21.66,24.0,32.84,28.75,29.93,33.14,31.55,33.08
IGF1,0.09,0.01,0.0,0.34,1.12,0.62,0.83,0.15,0.41
SLC38A5,9.26,9.11,7.18,28.01,28.81,27.83,32.8,35.66,31.13
RALBP1,10.56,10.9,8.63,20.89,21.31,22.68,24.42,24.56,22.56
RUFY3,10.85,14.11,13.61,11.93,14.89,7.74,12.55,10.1,10.82
CNTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC11A1,0.36,0.17,0.49,0.08,0.03,0.03,0.0,0.05,0.02
WWTR1,0.68,0.59,0.17,0.41,0.44,0.7,0.22,0.54,0.42
AGPS,9.05,11.19,11.84,16.74,16.93,19.25,18.56,19.54,19.73
ZNF806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXorf56,9.03,10.73,7.76,10.17,9.0,9.91,9.2,9.92,10.36
ATP1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC27,6.87,8.78,8.62,10.45,12.72,11.35,11.57,10.18,11.72
ZNF582,1.92,0.68,1.0,1.09,0.85,1.59,1.54,1.59,1.2
VSIG2,0.38,0.4,0.39,0.15,0.07,0.27,0.2,0.55,0.23
PHLDB1,1.16,2.58,0.73,1.63,1.5,1.35,1.49,1.17,1.33
MARCO,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
CYP24A1,0.23,0.34,0.12,0.03,0.03,0.02,0.01,0.08,0.03
PRDM11,3.54,3.74,3.63,0.85,0.64,0.79,0.52,0.75,0.81
SYT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAI2,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
CD74,172.13,173.95,177.43,196.45,190.16,139.87,150.91,149.66,151.78
HGF,0.0,0.0,0.04,0.05,0.25,0.0,0.03,0.0,0.03
ZRANB1,9.15,9.19,8.18,6.46,7.04,6.54,6.65,6.22,6.81
NCDN,9.77,9.16,7.92,10.69,10.21,8.66,9.87,10.49,8.58
ADGRA2,0.1,0.02,0.03,0.07,0.31,0.24,0.22,0.4,0.16
CCT8L1P,0.0,0.06,0.0,0.0,0.02,0.0,0.06,0.04,0.02
ZFP64,3.71,4.39,3.25,4.99,5.24,4.38,5.18,4.44,4.92
MNAT1,9.8,10.62,8.66,22.16,20.19,19.92,18.89,21.51,22.79
SAMD4A,1.24,1.66,1.45,3.53,3.43,3.47,4.2,3.14,3.51
RUNX3,90.7,94.27,57.77,128.84,127.71,107.45,105.69,112.0,110.47
MRE11,10.24,9.49,10.94,18.94,20.41,19.19,20.43,18.88,20.22
PLEKHB1,21.02,21.78,21.57,4.89,4.24,6.02,3.55,4.92,3.59
SERPINB1,20.92,19.92,20.24,87.69,84.04,55.55,54.68,60.53,56.31
CYP3A43,0.0,0.0,0.04,0.14,0.12,0.05,0.07,0.07,0.0
SLC7A9,0.08,0.12,0.07,0.12,0.24,0.19,0.04,0.18,0.19
SPAST,7.89,8.33,7.09,10.7,9.5,11.61,11.91,11.25,11.23
NRXN3,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
OSBPL5,15.74,17.79,9.55,2.72,2.41,2.82,2.92,2.5,1.52
AQR,16.27,19.59,19.4,13.87,15.56,14.53,14.12,15.59,15.23
CPS1,0.27,0.23,0.12,1.44,1.66,1.66,1.7,1.98,2.79
C8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHL1,10.04,10.44,13.12,8.07,8.79,7.05,6.52,10.05,5.88
RTF2,23.83,23.93,27.71,34.91,35.55,32.92,34.4,36.84,35.45
GABRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP2,5.75,4.2,2.59,4.28,3.63,2.63,2.76,2.29,3.59
SLC45A4,7.27,8.94,6.65,6.65,6.34,6.79,4.65,6.38,6.6
RNF10,154.55,149.32,122.97,85.59,95.41,76.54,83.41,85.2,84.99
ZNF839,8.48,8.55,9.82,7.8,8.48,9.45,8.96,9.43,8.78
ZDHHC6,15.18,16.9,17.05,26.41,26.63,30.17,32.74,34.4,32.09
GRAMD1B,4.55,6.44,3.62,46.28,44.42,28.73,26.65,28.23,28.25
RNH1,52.18,56.81,50.33,41.17,39.7,37.27,37.02,39.95,39.84
NDUFS1,16.93,18.06,17.8,31.17,33.17,36.8,37.54,37.37,38.47
RB1CC1,17.42,18.61,19.14,11.83,12.61,8.98,11.29,13.34,10.81
ERP44,5.11,5.06,4.52,5.69,5.69,4.51,4.8,4.87,4.48
ALAS1,4.24,5.38,4.88,27.08,27.32,28.65,26.49,27.43,27.93
BIRC3,35.38,35.44,38.33,66.88,67.27,48.57,50.99,54.49,49.09
AKAP11,12.58,12.49,11.97,14.03,14.16,12.26,12.48,13.06,12.78
GLRX2,2.4,2.93,3.32,9.79,10.8,12.42,13.36,12.69,14.2
SNAPC1,0.92,1.72,1.42,3.39,3.36,3.07,3.0,3.75,2.58
DERA,4.02,4.72,4.76,11.46,10.34,13.07,12.25,13.92,13.43
STRAP,36.22,38.65,40.26,41.29,39.98,43.37,43.38,45.02,45.33
ABCC2,1.45,1.19,1.11,0.56,0.74,0.66,0.61,1.42,0.53
DEF6,88.3,94.63,97.51,46.8,44.31,53.27,52.84,52.69,51.54
PLEKHO1,33.69,35.45,27.53,18.45,16.48,10.73,9.11,9.43,7.86
GCLM,5.86,6.29,3.48,13.18,13.43,9.88,9.42,10.71,9.69
UBR2,16.1,18.26,16.41,15.92,16.49,13.47,14.09,13.55,13.52
EHD2,0.21,0.17,0.11,0.67,1.02,2.0,1.22,1.21,1.26
DEPDC1,0.14,0.06,0.03,7.78,8.13,10.45,9.88,9.27,10.74
CCDC28A,7.77,8.73,9.27,18.1,19.21,16.2,17.13,16.25,17.98
RRAGD,2.12,0.97,1.94,5.09,5.29,4.75,5.09,5.06,5.7
HSF2,7.86,9.78,13.78,6.51,8.12,8.83,8.32,8.39,8.03
PHF20,62.88,66.89,69.52,29.65,26.18,26.53,28.33,28.62,30.03
HSD17B6,0.39,0.17,0.31,3.15,2.03,4.26,2.76,2.33,2.78
NR1H3,1.5,1.56,1.75,3.49,4.16,4.71,6.68,7.62,4.43
TYMP,5.66,6.34,4.63,43.51,43.14,30.41,29.75,33.46,30.55
NCAPH2,47.04,47.32,42.96,51.99,52.98,59.22,58.49,63.71,62.4
TOMM34,3.83,3.36,3.92,18.81,19.36,18.86,19.46,21.48,20.26
SEC63,29.12,34.81,34.16,39.16,40.11,33.7,43.89,38.17,40.46
KPNA6,19.64,19.83,21.41,28.43,26.86,25.0,26.34,28.4,27.51
VIM,678.71,700.14,281.06,235.52,229.72,83.82,87.66,93.11,87.56
RTEL1-TNFRSF6B,4.85,5.63,4.09,2.59,2.89,2.42,2.34,3.09,3.63
FAS,13.38,12.33,13.01,59.72,61.42,44.47,46.14,45.74,44.65
RNASET2,72.19,72.91,48.35,20.02,18.93,24.87,18.42,20.06,21.82
CD44,441.41,475.32,296.65,217.48,220.62,152.13,160.17,161.44,167.6
KCNG1,0.07,0.05,0.05,1.71,1.68,0.64,0.66,1.11,0.81
AGPAT4,4.39,6.45,3.14,4.12,4.72,3.8,3.35,3.57,2.91
SLAMF7,13.26,13.74,5.91,18.38,22.59,24.94,28.44,24.43,24.8
BTN3A1,82.72,89.58,107.67,24.74,26.95,26.8,26.14,26.52,25.48
MIPEP,4.83,4.59,2.5,5.24,4.93,6.03,6.33,7.53,6.24
PRKCH,171.18,187.09,171.57,61.76,60.96,51.68,52.65,52.1,52.51
INSRR,0.01,0.03,0.0,0.13,0.23,0.09,0.07,0.1,0.07
IFNGR1,21.75,18.2,16.29,23.44,22.97,20.94,21.22,23.99,22.01
B4GALT7,13.16,13.87,12.16,6.31,6.5,7.22,7.0,6.85,7.76
SH2D2A,46.13,47.01,26.11,106.27,105.96,90.45,92.14,99.23,97.01
VRK2,6.68,6.4,7.51,10.58,11.24,8.32,9.54,8.75,10.04
TNFRSF1B,38.97,37.71,21.99,56.26,52.84,38.53,39.69,39.47,39.36
VEZT,17.22,18.54,19.54,21.16,24.14,26.13,25.59,25.94,25.32
POU2F2,13.55,16.07,11.15,24.19,21.06,16.97,18.71,20.23,18.83
BRD9,46.87,54.31,34.96,21.86,20.56,21.95,22.78,22.38,22.54
SNX1,37.76,42.39,45.92,45.07,49.92,43.0,47.17,52.52,45.01
TBPL1,10.62,12.95,11.55,14.21,14.84,14.39,14.45,14.55,14.84
ARNTL2,0.27,0.12,0.11,6.95,7.39,7.4,7.06,7.92,7.98
BCLAF1,183.3,186.58,163.35,62.97,61.67,64.93,62.95,65.51,65.66
SLC39A9,10.39,10.04,9.72,37.08,37.48,36.39,38.84,37.47,37.99
ANK1,4.61,4.43,1.09,5.4,5.21,2.06,2.03,1.93,2.1
IBSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFB1M,7.8,8.53,10.72,17.85,17.32,14.05,15.41,16.75,18.14
RABEP1,16.24,16.77,19.07,18.66,16.04,16.54,16.27,16.47,16.11
HMGB3,1.79,1.05,2.32,9.84,10.25,10.55,11.69,13.13,12.1
NUP160,20.48,22.69,26.22,23.29,24.67,24.08,25.73,27.27,25.34
BAK1,11.0,12.47,9.16,23.71,24.84,25.08,23.05,23.62,23.22
MUSK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKZF2,27.73,27.5,12.4,8.26,9.33,3.7,4.09,4.34,3.39
GRN,12.95,10.36,8.39,25.36,30.21,22.98,24.06,24.17,22.98
FAM13B,20.27,21.29,21.46,8.84,7.73,8.2,8.05,9.43,10.41
ARHGAP31,4.24,2.19,1.7,8.23,6.81,3.55,5.28,3.42,4.94
CENPQ,0.84,0.64,0.72,5.06,5.17,4.14,5.19,5.22,4.59
SARS,40.04,45.38,48.58,178.56,182.86,181.15,189.84,189.21,183.59
RANBP3,30.08,38.68,36.93,38.55,44.45,45.46,44.9,46.06,45.72
ARID4A,26.49,30.09,25.98,18.23,17.38,14.44,14.1,18.22,17.86
EIPR1,10.37,15.63,11.12,15.15,14.55,15.44,14.37,13.36,15.34
PNPLA6,40.92,41.88,35.32,62.06,57.28,50.15,42.45,50.44,47.54
IFT88,4.72,4.1,3.9,2.38,2.66,1.83,2.08,2.56,3.09
ALG1,5.83,5.14,5.41,6.49,6.51,6.59,6.96,8.26,6.56
ZCCHC8,18.62,21.23,19.42,21.92,21.07,22.66,22.42,24.09,24.44
ABCF2,8.24,11.92,9.15,13.79,13.53,13.91,12.35,15.76,13.71
CHPF2,16.02,16.41,13.65,18.17,16.18,13.26,12.62,13.41,14.2
LRRC7,0.19,0.23,1.09,0.0,0.0,0.15,0.09,0.12,0.15
FUT8,17.04,16.12,20.65,21.42,18.08,21.73,24.9,24.26,24.8
UBA6,17.45,19.08,17.17,42.59,43.39,35.74,36.81,36.65,36.79
GAB2,2.56,2.33,3.5,20.74,20.12,19.96,21.53,21.35,22.94
ATP6V0A1,6.35,7.72,5.97,9.56,11.38,8.1,9.2,9.88,9.08
PIAS1,38.19,41.38,35.1,18.69,17.52,17.78,20.01,18.52,18.74
SLC4A7,26.29,28.49,18.92,16.89,15.98,12.64,16.6,15.51,16.75
APBA2,31.25,40.15,47.13,4.23,5.26,3.92,3.78,3.39,3.59
MAP2K3,24.72,21.49,14.76,44.91,42.83,44.76,44.56,48.58,46.9
EFCAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB10,646.61,610.26,754.86,465.49,424.4,359.74,367.82,353.21,375.73
ASTE1,7.97,10.6,9.73,4.68,4.17,3.54,4.25,4.46,5.56
RNF19A,78.94,93.65,67.87,259.92,261.02,103.4,103.5,119.26,111.1
PEX3,4.87,5.72,4.88,10.37,9.84,8.56,10.1,10.12,9.69
GABARAPL2,32.43,30.43,29.3,33.37,32.15,28.27,26.82,29.08,25.57
MYOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3YL1,28.71,29.11,28.54,16.32,14.28,10.09,13.17,13.99,13.36
FAM136A,10.9,10.47,11.88,26.04,27.84,26.78,26.16,29.27,25.94
VCL,20.07,20.9,12.81,8.29,7.82,5.09,5.06,5.5,4.6
DEPDC1B,0.56,0.42,0.38,12.75,13.85,14.72,14.37,16.0,15.61
DAPK2,1.77,1.95,0.31,0.99,1.8,1.44,1.36,1.65,1.43
NSMAF,17.98,18.59,18.61,20.52,22.92,22.73,24.32,23.54,22.72
ADSS,19.44,21.29,20.63,20.07,19.13,20.02,21.28,21.31,21.48
STAP1,0.75,0.68,3.21,4.15,3.26,9.24,9.17,9.35,9.71
TIMP2,2.01,2.2,2.6,1.78,1.69,1.03,1.08,1.14,1.17
RFC1,28.14,29.59,30.93,48.03,46.31,50.58,55.8,52.25,53.65
TBC1D23,12.51,13.93,10.54,11.88,12.13,11.32,10.84,11.35,10.75
CUL3,34.3,35.52,38.29,26.53,31.78,27.94,28.5,31.7,28.5
MYOM2,10.93,9.57,0.98,3.83,3.78,6.02,4.95,5.19,6.2
OTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP46A1,0.08,0.22,0.04,0.04,0.21,0.15,0.04,0.13,0.13
AC118549.1,21.22,24.13,25.63,15.83,18.53,16.06,20.62,17.39,20.77
SLC18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP2,0.73,1.39,0.26,1.31,1.36,0.68,0.38,0.51,0.61
CASR,0.02,0.09,0.0,0.1,0.18,0.06,0.07,0.06,0.11
TUBG2,6.54,7.88,5.49,4.82,4.8,3.24,3.37,3.82,4.14
RPL26L1,6.59,7.05,5.59,14.94,11.86,12.62,14.0,12.93,15.58
FLT4,2.07,2.15,3.44,0.34,0.46,0.28,0.7,0.94,0.48
NSUN2,24.55,27.09,24.3,33.99,30.92,34.33,32.88,35.35,37.3
FBXO42,8.53,9.98,8.99,10.25,9.77,9.18,7.56,9.25,7.44
MFAP3,6.56,8.07,6.18,9.03,9.08,7.17,9.07,9.56,7.23
MRI1,13.4,16.11,15.69,16.22,15.3,16.44,17.56,17.21,17.09
METTL1,5.22,6.22,6.37,8.09,7.18,8.44,7.8,10.52,8.91
HOXC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
AGA,8.47,8.43,10.2,18.0,16.99,17.02,15.94,15.58,15.48
PI4K2B,5.2,5.6,4.63,14.02,13.97,12.32,12.28,12.96,12.37
BOD1L1,20.0,20.73,22.06,19.49,18.47,15.49,17.81,16.75,16.52
MAT2B,29.55,26.66,27.7,52.43,52.64,43.66,42.96,46.35,44.36
TLL1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01
EDC4,44.57,50.43,43.84,35.82,36.58,37.27,35.96,35.82,35.25
TRIO,13.29,13.35,2.49,6.03,5.63,3.24,5.48,4.53,5.95
VCAN,0.37,0.29,0.44,0.22,0.03,0.02,0.06,0.09,0.17
CLEC16A,15.45,14.0,13.82,13.93,17.26,12.96,12.45,13.1,13.96
MSR1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH1,0.33,0.23,0.15,2.25,2.21,2.87,3.56,3.38,3.57
MTREX,27.25,31.95,29.99,30.54,27.52,26.46,27.23,31.76,30.64
DNAH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE16,5.96,6.49,6.83,4.86,5.24,5.34,7.39,6.09,4.9
RIPOR1,12.51,16.85,13.56,23.6,22.12,12.2,14.24,10.97,9.98
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAI14,0.19,0.49,0.29,0.66,0.36,0.18,0.28,0.06,0.25
SOX30,0.12,0.19,0.0,0.88,1.13,0.15,0.14,0.07,0.11
PNKP,67.51,72.7,51.67,30.7,26.86,26.03,31.0,31.59,29.41
BEST2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
PHLPP2,3.56,4.25,3.04,4.29,4.6,4.39,5.54,4.68,4.57
SPDL1,1.88,1.37,4.89,12.39,12.78,21.12,21.04,20.89,20.36
STAU2,17.05,19.94,18.79,21.0,23.32,21.97,21.07,24.25,19.1
PQLC2,1.41,1.54,1.39,4.53,5.37,3.41,3.96,3.18,3.66
CTNS,1.79,3.03,3.24,5.21,4.87,3.46,4.36,4.25,3.48
RTN4R,1.24,0.14,0.36,0.66,0.77,0.8,0.6,0.47,0.68
PHF23,7.31,6.2,5.31,13.9,14.96,13.15,12.03,18.74,11.12
CDH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP4A,54.64,58.26,56.44,22.28,24.31,22.95,22.92,25.17,21.31
RAB27B,0.86,1.85,1.33,0.08,0.35,0.1,0.06,0.09,0.21
PSMA4,23.6,23.37,34.76,93.5,89.09,89.14,86.23,95.74,91.65
MYO16,0.12,0.4,0.43,0.0,0.01,0.02,0.0,0.0,0.01
LSG1,22.72,23.33,19.79,18.75,19.59,15.48,15.95,16.36,15.42
PARP3,5.18,3.8,4.96,9.9,11.11,10.69,11.26,10.96,9.8
TNC,0.0,0.0,0.0,1.75,1.51,1.09,1.28,0.75,0.93
THAP3,7.13,5.49,6.0,11.65,11.07,11.43,12.71,12.54,11.84
RIPOR3,0.17,0.18,0.35,0.1,0.27,0.16,0.06,0.14,0.06
TDP1,22.82,21.94,29.13,42.52,43.36,38.35,41.24,43.58,40.51
AIFM2,2.13,1.37,2.17,3.09,3.27,3.06,2.67,2.89,3.07
C2orf83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA7,1.16,1.83,1.39,2.07,1.13,1.68,2.21,2.04,2.19
MED17,30.86,30.77,25.81,16.48,17.93,15.52,16.31,15.81,14.35
RETSAT,11.76,10.36,10.58,11.57,11.08,14.25,13.22,14.22,13.84
CAPG,16.6,17.67,12.04,25.22,23.31,37.28,34.8,34.41,36.22
AP2S1,20.32,15.7,16.48,26.64,24.6,25.9,26.78,24.61,28.27
USH2A,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
ZPBP,0.0,0.0,0.0,0.13,0.07,0.0,0.06,0.0,0.0
TG,0.73,0.61,0.81,2.42,2.15,1.26,0.78,0.84,1.31
ADAM28,1.61,1.46,1.16,0.14,0.38,0.32,0.1,0.44,0.08
BARX2,0.0,0.03,0.03,1.77,1.83,2.39,2.43,2.7,2.44
DCUN1D1,16.07,14.86,15.31,18.83,23.7,18.43,18.56,22.48,19.58
JADE2,65.64,75.04,65.06,38.34,38.94,38.88,36.2,35.93,34.6
ZIC2,0.0,0.0,0.0,0.11,0.14,0.0,0.01,0.01,0.0
LCP2,140.13,158.41,157.54,81.9,85.59,63.5,67.6,68.99,66.15
TRIT1,3.7,5.23,5.28,8.87,9.78,10.99,9.42,11.6,11.42
ADRB1,0.11,0.15,0.12,0.02,0.03,0.0,0.0,0.0,0.0
GUCA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL7,2.86,2.95,3.93,8.49,8.0,6.54,7.0,7.61,7.62
CTNNA1,6.92,7.93,6.96,31.51,31.73,23.93,25.92,24.29,25.9
PHKA2,13.34,18.87,13.97,11.73,11.95,12.22,12.63,12.78,12.04
CNTLN,0.09,0.07,0.03,0.29,0.16,0.09,0.09,0.12,0.08
EPHA3,0.0,0.0,0.0,0.15,0.13,0.03,0.06,0.04,0.01
HSPA5,80.98,84.28,56.8,125.19,124.96,84.13,87.96,89.1,87.12
DSG2,0.04,0.03,0.33,0.71,0.45,1.63,1.31,1.1,1.02
GEMIN8,4.92,6.65,5.67,5.55,6.19,5.27,5.57,5.54,5.06
OFD1,34.77,33.81,38.67,27.5,31.2,23.73,27.74,24.64,28.29
GPM6B,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.07,0.0
MAGEC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PREX2,0.0,0.0,0.17,0.0,0.0,0.01,0.0,0.0,0.0
WDR37,14.36,15.99,13.81,8.08,7.79,8.31,7.55,7.58,8.6
YTHDC2,16.01,17.49,20.77,9.46,11.05,10.36,11.39,12.68,10.5
CTPS2,2.04,2.45,2.25,3.48,3.86,3.29,3.47,3.6,3.97
ATP6V1H,22.83,27.96,18.15,16.37,15.73,15.97,18.13,16.82,15.72
POLR2B,33.46,34.04,36.83,49.64,50.86,53.67,56.38,51.95,52.63
FAM214A,41.52,51.75,44.9,16.05,17.99,17.39,17.37,18.52,18.2
ARAP2,36.51,40.44,37.55,41.7,39.71,24.57,29.45,28.42,29.01
TPR,47.15,54.71,56.51,57.54,64.66,54.06,63.0,60.21,57.17
CP,0.0,0.02,0.1,0.0,0.07,0.0,0.0,0.0,0.0
KIAA0556,10.42,11.5,5.83,6.53,7.69,4.27,6.16,4.95,6.22
DTNBP1,7.7,8.54,10.16,10.57,8.68,10.16,11.26,11.94,12.43
XK,0.03,0.05,0.07,0.01,0.01,0.01,0.01,0.02,0.06
ANO2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.15
C12orf4,6.18,7.18,6.36,9.36,8.77,9.88,10.05,8.64,9.29
SCML1,10.7,10.94,13.19,2.11,1.88,1.12,1.34,1.34,1.41
WWC3,9.52,12.26,8.6,14.97,15.29,12.12,13.74,12.15,12.93
ARHGAP6,0.01,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0
FAM184B,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
MAP4,33.38,35.92,24.24,64.48,62.06,57.0,56.36,60.49,59.06
GOPC,9.31,8.93,8.62,7.26,7.29,8.11,8.37,7.99,8.19
ROS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP28,11.69,12.22,9.14,18.78,17.46,19.83,17.74,20.61,18.08
HDAC9,2.18,1.86,1.11,1.26,1.03,0.06,0.23,0.34,0.25
TSPAN17,9.55,10.33,8.07,13.74,13.78,11.44,10.52,10.48,9.53
NOP16,6.28,5.65,4.17,18.25,15.95,17.97,17.41,19.72,18.42
CC2D2A,0.13,0.17,0.21,0.0,0.0,0.02,0.0,0.0,0.0
RRM2B,4.89,4.62,2.69,15.2,10.95,17.45,14.65,13.13,19.22
ZNF800,28.72,29.09,29.94,22.49,20.34,18.93,20.78,20.01,20.92
TNFRSF17,0.36,0.47,0.56,0.0,0.0,0.0,0.0,0.0,0.0
SNX29,12.86,12.35,15.63,4.36,4.8,4.96,5.59,4.31,5.51
LMO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS10,6.72,7.53,7.07,17.18,17.16,16.11,16.23,15.89,15.47
GUCA1A,0.0,0.0,0.0,0.09,0.08,0.04,0.06,0.05,0.11
RSF1,36.73,41.51,36.6,30.19,26.03,24.32,23.96,28.0,25.74
VPS13D,33.14,35.8,34.32,17.51,17.95,13.64,14.98,16.98,18.08
CELF2,79.8,89.76,90.04,53.52,53.32,46.05,48.08,49.03,45.18
FAM120A,34.59,37.31,30.35,54.83,57.53,52.44,56.13,55.81,55.37
R3HDM1,13.72,17.99,17.57,20.61,20.58,22.3,20.96,24.9,22.06
COL9A2,1.49,1.63,1.85,15.7,15.27,11.5,11.42,11.76,11.49
KITLG,0.0,0.0,0.0,0.07,0.02,0.03,0.02,0.1,0.01
ERCC8,1.93,2.9,4.02,4.51,5.0,4.93,4.69,5.22,4.53
ADAMTS6,1.5,1.49,2.11,0.67,0.94,1.07,1.02,1.2,0.77
H6PD,7.29,7.57,7.2,9.09,8.42,8.24,8.39,8.66,8.5
VAMP3,24.05,22.87,22.67,9.37,8.06,6.6,8.2,7.63,6.39
