,Control_78_Day_0_Rep3,Control_78_Day_0_Rep4,Control_78_Day_3_Rep1,Control_78_Day_3_Rep2,FSHD2_19_Day_0_Rep1,FSHD2_19_Day_0_Rep2,FSHD2_19_Day_3_Rep1,FSHD2_19_Day_3_Rep2
ENSG00000167178.15|ISLR2,1,2,1,2,0,1,14,15
ENSG00000248540.2|AC010931.2,1,2,2,0,6,0,3,5
ENSG00000261543.1|AC010931.3,1,3,0,0,1,1,1,0
ENSG00000278348.1|RF00017,0,1,2,2,2,2,3,0
ENSG00000129009.12|ISLR,2288,2615,577,881,1209,938,808,528
ENSG00000137868.18|STRA6,103,123,33,23,89,45,69,24
ENSG00000140481.14|CCDC33,0,0,1,0,0,0,1,0
ENSG00000280309.1|AC023300.3,0,0,0,1,0,0,0,0
ENSG00000261384.1|AC023300.1,0,0,0,0,0,0,0,0
ENSG00000277749.1|AC023300.2,0,0,0,0,0,0,0,0
ENSG00000140459.17|CYP11A1,7,8,5,4,4,2,3,1
ENSG00000260266.1|PPIAP46,10,7,8,8,10,6,4,3
ENSG00000261821.2|AC090826.1,1,0,0,1,3,0,3,3
ENSG00000274937.1|AC090826.2,0,0,0,0,0,0,0,0
ENSG00000277718.1|LINC02255,0,0,0,0,0,0,0,0
ENSG00000138623.10|SEMA7A,202,187,46,63,1105,806,1249,1725
ENSG00000277391.1|MIR6881,0,0,0,0,0,0,0,0
ENSG00000138629.15|UBL7,836,1017,653,754,1294,1254,969,846
ENSG00000247240.7|UBL7-AS1,60,82,22,26,77,70,34,33
ENSG00000260103.2|AC012435.1,10,5,12,17,14,11,8,8
ENSG00000261775.1|AC012435.2,1,1,0,0,1,0,0,1
ENSG00000212279.2|RF00591,0,0,0,0,0,0,0,0
ENSG00000179361.17|ARID3B,35,19,43,43,62,30,34,45
ENSG00000179335.18|CLK3,572,653,500,658,495,514,506,545
ENSG00000275527.1|AC100835.2,0,0,0,0,0,2,0,0
ENSG00000260919.1|AC100835.1,0,0,0,0,0,0,0,1
ENSG00000179151.12|EDC3,554,507,536,809,499,660,491,619
ENSG00000140465.13|CYP1A1,2,0,0,0,1,2,3,9
ENSG00000140505.6|CYP1A2,3,4,3,6,9,4,2,5
ENSG00000103653.16|CSK,171,146,82,100,263,130,83,110
ENSG00000264386.1|MIR4513,0,0,0,0,0,0,0,0
ENSG00000140506.16|LMAN1L,0,0,0,0,0,0,0,2
ENSG00000261606.5|AC091230.1,0,0,0,0,0,0,0,0
ENSG00000213578.5|CPLX3,0,0,0,0,0,0,1,0
ENSG00000140474.13|ULK3,251,292,575,911,279,255,882,789
ENSG00000275411.1|MIR6882,0,0,0,0,0,0,0,0
ENSG00000140497.16|SCAMP2,908,956,1431,2028,1125,1176,1979,1788
ENSG00000178802.17|MPI,658,688,2017,2638,528,770,1247,1092
ENSG00000178761.14|FAM219B,198,286,454,658,440,349,1000,774
ENSG00000178741.11|COX5A,2887,2832,3706,5050,3469,2987,3326,3175
ENSG00000178718.6|RPP25,16,24,9,17,178,131,97,92
ENSG00000198794.11|SCAMP5,3,0,3,5,3,3,5,5
ENSG00000261813.2|AC015720.2,0,1,0,1,0,0,0,0
ENSG00000199580.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000260483.2|AC015720.1,1,0,0,0,0,0,0,0
ENSG00000138621.11|PPCDC,106,112,72,101,159,130,114,83
ENSG00000260152.2|AC113208.1,0,0,0,0,0,0,0,0
ENSG00000203411.3|RF00017,0,0,8,8,9,0,0,5
ENSG00000252722.1|RF00601,0,0,0,0,0,0,0,0
ENSG00000240366.1|RPL36AP45,0,0,0,0,0,0,0,0
ENSG00000167173.18|C15orf39,27,22,60,71,90,58,90,112
ENSG00000261779.1|AC113208.3,0,0,0,0,0,0,0,0
ENSG00000260660.4|AC113208.2,0,0,0,0,0,0,0,0
ENSG00000260104.1|AC068338.1,0,0,0,0,0,0,0,0
ENSG00000261205.2|NIFKP4,2,0,0,2,2,1,1,1
ENSG00000167195.7|GOLGA6C,0,0,0,1,0,0,0,0
ENSG00000277295.1|RN7SL489P,0,0,0,0,0,0,0,0
ENSG00000140478.15|GOLGA6D,0,0,0,0,0,0,0,0
ENSG00000275992.1|RN7SL327P,0,0,0,0,0,0,0,0
ENSG00000260357.1|DNM1P34,0,0,0,0,0,3,0,0
ENSG00000259790.1|ANP32BP1,1,0,0,0,1,1,0,0
ENSG00000140365.15|COMMD4,900,878,424,526,1746,1398,641,625
ENSG00000275645.1|AC068338.3,0,1,0,1,0,1,1,0
ENSG00000140398.13|NEIL1,12,13,7,19,10,23,11,6
ENSG00000284343.1|MIR631,0,0,0,0,0,0,0,0
ENSG00000140400.16|MAN2C1,608,673,690,966,517,683,552,689
ENSG00000260274.1|AC068338.2,22,13,8,16,12,15,13,17
ENSG00000169375.15|SIN3A,536,558,380,552,432,636,293,386
ENSG00000241890.1|RPL13P4,0,0,0,0,0,0,0,0
ENSG00000261714.2|AC105137.1,0,0,0,0,6,2,1,0
ENSG00000276744.1|AC105137.2,1,2,1,1,2,1,8,1
ENSG00000169410.9|PTPN9,158,165,58,64,308,175,100,117
ENSG00000260165.1|AC105036.2,0,0,0,0,0,0,0,0
ENSG00000259931.2|AC105036.1,0,0,1,0,0,0,0,0
ENSG00000260269.5|AC105036.3,5,19,0,6,22,13,4,9
ENSG00000169371.13|SNUPN,423,483,349,474,397,487,396,442
ENSG00000260235.1|AC105020.3,1,0,0,0,0,0,2,0
ENSG00000260206.1|AC105020.2,1,2,0,0,0,0,0,2
ENSG00000177971.8|IMP3,913,917,918,1312,1015,1044,934,1038
ENSG00000275454.1|AC105020.6,10,11,10,12,7,8,7,7
ENSG00000274515.1|AC105020.5,0,0,0,1,2,0,0,0
ENSG00000173548.8|SNX33,156,185,154,258,319,247,192,285
ENSG00000173546.7|CSPG4,146,143,117,213,482,520,97,235
ENSG00000260892.1|AC105020.4,0,0,4,0,0,0,0,0
ENSG00000203392.3|AC105020.1,2,0,3,3,6,1,5,4
ENSG00000182950.2|ODF3L1,0,1,0,3,2,3,0,0
ENSG00000246877.1|DNM1P35,2,1,1,0,2,2,0,1
ENSG00000260288.3|AC019294.2,2,0,0,0,1,4,1,3
ENSG00000260815.3|PPIAP47,0,0,3,2,0,0,0,2
ENSG00000261043.5|AC019294.3,0,0,0,0,0,0,0,0
ENSG00000284385.1|MIR4313,0,0,0,0,0,0,0,0
ENSG00000187812.12|AC019294.1,0,0,0,0,0,0,0,0
ENSG00000241807.3|RN7SL319P,0,0,0,0,3,0,4,1
ENSG00000261820.1|DNM1P49,0,0,0,0,0,0,0,0
ENSG00000140367.11|UBE2Q2,403,379,377,533,429,367,431,514
ENSG00000266308.2|RN7SL510P,2,2,0,3,2,0,1,0
ENSG00000167196.13|FBXO22,485,519,358,488,370,500,383,386
ENSG00000169752.16|NRG4,1,1,0,0,1,0,1,0
ENSG00000260685.1|AC027104.1,0,0,0,1,0,0,0,0
ENSG00000169758.12|TMEM266,6,0,8,3,4,1,1,5
ENSG00000259422.1|AC091100.1,0,1,2,0,1,0,0,0
ENSG00000140374.15|ETFA,1291,1390,1813,2480,1052,1316,1423,1419
ENSG00000196274.5|RF00017,2,2,2,4,2,0,0,4
ENSG00000259581.3|TYRO3P,0,2,0,1,3,3,1,0
ENSG00000159556.9|ISL2,9,4,4,15,7,7,3,2
ENSG00000259514.1|AC027243.1,0,0,0,0,1,0,0,0
ENSG00000270036.1|AC027243.2,0,0,0,0,0,0,0,0
ENSG00000140386.12|SCAPER,169,150,182,252,114,112,87,124
ENSG00000261232.2|AC090751.1,0,0,0,0,0,0,0,0
ENSG00000266449.1|MIR3713,0,0,0,0,0,0,0,0
ENSG00000201510.1|RN7SKP217,0,0,0,1,0,0,0,0
ENSG00000117906.13|RCN2,1537,1596,1342,2181,1026,1454,1237,1308
ENSG00000243365.3|RN7SL278P,0,0,1,0,1,0,4,1
ENSG00000259565.2|KRT8P23,0,0,0,0,0,0,0,0
ENSG00000140368.12|PSTPIP1,0,2,3,7,2,11,1,3
ENSG00000140391.14|TSPAN3,4913,5619,8330,11058,2528,3442,6402,6312
ENSG00000259652.1|AC090181.1,0,0,0,0,0,0,0,0
ENSG00000278991.1|AC090181.3,9,15,8,13,4,5,4,3
ENSG00000269951.1|AC090181.2,2,3,2,3,1,1,4,5
ENSG00000173517.10|PEAK1,323,342,178,304,299,240,143,222
ENSG00000259722.2|AC087465.1,0,0,0,0,0,0,0,0
ENSG00000230459.3|AC060773.1,0,0,0,0,0,0,0,0
ENSG00000140382.14|HMG20A,544,585,566,771,221,481,323,445
ENSG00000279033.1|AC090984.1,0,0,0,0,49,0,16,0
ENSG00000259362.2|AC046168.1,0,0,0,0,0,0,0,1
ENSG00000259420.5|AC046168.2,0,0,0,0,0,0,0,0
ENSG00000169783.12|LINGO1,0,0,0,0,0,0,0,0
ENSG00000259666.2|LINGO1-AS1,0,0,0,0,0,0,0,0
ENSG00000259281.1|LINGO1-AS2,0,0,0,0,0,0,0,0
ENSG00000280359.1|AC105133.2,0,0,0,0,0,0,0,0
ENSG00000259213.1|AC105133.1,0,0,0,0,0,0,0,0
ENSG00000260139.6|CSPG4P13,1,0,1,0,0,0,6,4
ENSG00000260776.5|AC104758.3,0,0,0,0,0,0,0,0
ENSG00000261244.1|AC104758.4,0,0,0,0,0,0,0,0
ENSG00000242066.3|RN7SL214P,0,0,0,0,0,0,0,0
ENSG00000214646.8|AC104758.1,0,0,0,0,1,2,3,2
ENSG00000261403.1|AC104758.5,0,1,2,5,0,1,0,4
ENSG00000261143.1|ADAMTS7P3,3,5,14,13,1,1,43,44
ENSG00000167202.11|TBC1D2B,195,221,153,214,232,135,182,219
ENSG00000259792.1|AC104758.2,2,0,0,0,11,0,11,0
ENSG00000183476.12|SH2D7,1,1,2,1,0,0,28,21
ENSG00000199633.1|RF00092,0,0,0,0,0,0,0,0
ENSG00000136425.13|CIB2,9,7,5,12,23,17,18,15
ENSG00000166411.13|IDH3A,1062,1114,1345,1840,472,718,703,949
ENSG00000260988.1|AC090260.1,0,3,1,1,1,3,1,0
ENSG00000103740.9|ACSBG1,5,2,1,8,0,8,5,0
ENSG00000259708.1|AC090607.3,0,0,0,1,0,0,0,0
ENSG00000140403.12|DNAJA4,26,28,439,626,31,25,142,233
ENSG00000140395.8|WDR61,867,864,612,803,755,908,549,722
ENSG00000272418.1|AC090607.4,1,0,0,0,0,0,0,0
ENSG00000259562.2|AC090607.2,2,4,6,5,3,1,7,3
ENSG00000259322.1|AC090607.1,0,1,0,1,1,3,1,0
ENSG00000277482.1|AC090607.5,0,0,0,0,0,0,0,0
ENSG00000279694.1|AC011270.2,0,0,0,0,0,0,0,0
ENSG00000166426.7|CRABP1,0,0,0,0,0,0,0,0
ENSG00000259413.2|AC011270.1,0,0,0,0,1,0,0,0
ENSG00000136381.12|IREB2,666,644,764,1096,270,458,150,616
ENSG00000259474.1|AC027228.1,0,0,0,0,1,0,0,0
ENSG00000188266.13|HYKK,36,31,46,41,21,18,14,20
ENSG00000279373.1|AC027228.3,0,0,0,0,0,0,0,0
ENSG00000041357.15|PSMA4,3089,3055,2385,3402,1977,2781,2045,2332
ENSG00000169684.13|CHRNA5,9,7,4,5,0,6,3,2
ENSG00000261762.1|AC027228.2,5,5,7,10,9,3,1,4
ENSG00000080644.15|CHRNA3,4,3,1,5,0,2,1,0
ENSG00000279421.1|AC067863.2,0,1,0,0,0,0,0,0
ENSG00000117971.11|CHRNB4,1,1,2,1,3,0,1,0
ENSG00000259555.1|AC067863.1,0,1,2,0,2,1,2,2
ENSG00000261303.6|AC022748.2,0,0,0,0,0,0,1,1
ENSG00000213307.4|RPL18P11,0,0,0,0,0,0,0,0
ENSG00000273512.1|AC022748.3,0,0,0,0,0,0,1,1
ENSG00000238166.2|AC022748.1,0,0,1,1,0,0,0,0
ENSG00000136378.14|ADAMTS7,316,397,202,310,641,602,394,790
ENSG00000185787.14|MORF4L1,4483,4628,4596,6617,2598,3837,3065,3971
ENSG00000243711.1|RPL21P116,1,0,0,4,0,0,0,0
ENSG00000252061.1|RNU6-415P,0,0,0,0,0,0,0,0
ENSG00000279235.1|AC011944.2,0,0,0,0,1,0,1,2
ENSG00000103811.16|CTSH,68,66,675,859,5,9,569,469
ENSG00000058335.15|RASGRF1,12,10,48,69,5,4,98,57
ENSG00000177699.4|AC011944.1,0,0,4,3,0,0,10,5
ENSG00000259234.5|ANKRD34C-AS1,1,0,1,1,0,1,0,1
ENSG00000207695.1|MIR184,0,0,0,0,0,0,0,0
ENSG00000259419.2|HNRNPCP3,0,0,0,0,0,0,0,1
ENSG00000235711.4|ANKRD34C,1,0,2,8,0,0,0,1
ENSG00000166557.12|TMED3,2151,2435,1742,2241,2599,2527,2235,2021
ENSG00000169330.8|KIAA1024,12,7,47,69,13,8,10,36
ENSG00000259493.2|AC023968.2,0,0,0,0,0,0,0,0
ENSG00000259208.2|AC023968.1,0,0,0,0,0,0,0,0
ENSG00000260674.2|AC026826.3,0,0,0,0,0,0,0,0
ENSG00000213527.5|AC026826.1,0,1,0,0,0,0,0,0
ENSG00000259229.2|AC026826.2,0,0,0,0,0,0,0,0
ENSG00000252995.1|RNU6-667P,0,0,0,0,0,0,0,0
ENSG00000259548.1|AC021483.1,0,0,0,0,0,0,0,0
ENSG00000136371.10|MTHFS,162,149,100,162,187,175,146,170
ENSG00000261229.6|AC021483.2,1,0,0,0,0,1,2,0
ENSG00000259332.3|ST20-MTHFS,21,31,23,2,39,46,16,17
ENSG00000279394.1|AC015871.4,0,2,2,9,5,3,7,1
ENSG00000180953.11|ST20,66,40,35,45,61,59,36,26
ENSG00000278600.1|AC015871.3,2,5,7,18,20,4,12,4
ENSG00000259642.2|ST20-AS1,57,60,41,72,57,60,70,74
ENSG00000259770.2|AC015871.1,0,0,0,0,0,0,0,0
ENSG00000140379.7|BCL2A1,0,0,0,0,0,0,5,7
ENSG00000271364.1|AC015871.2,0,0,0,0,0,0,0,0
ENSG00000279719.1|AC015871.5,0,0,0,0,0,0,0,0
ENSG00000279705.1|AC092701.1,1,0,3,0,1,1,0,4
ENSG00000275460.1|RF00017,0,0,0,1,0,0,0,0
ENSG00000086666.18|ZFAND6,1449,1478,3188,4258,604,976,1437,1532
ENSG00000103876.12|FAH,201,216,139,182,313,321,150,188
ENSG00000259967.1|AC087761.1,0,2,4,0,0,1,0,3
ENSG00000259417.2|CTXND1,0,1,0,0,1,2,2,0
ENSG00000259361.6|LINC00927,0,0,0,1,1,0,0,0
ENSG00000259495.2|AC016705.2,1,0,0,1,3,0,1,3
ENSG00000172379.20|ARNT2,266,260,575,799,149,114,1070,1145
ENSG00000258010.4|AC016705.1,0,0,0,0,0,0,0,1
ENSG00000259175.1|AC108451.1,3,3,1,5,5,3,1,6
ENSG00000270919.1|AC108451.2,0,0,0,0,1,0,0,1
ENSG00000284059.1|MIR5572,0,0,0,0,0,0,0,0
ENSG00000222139.1|RNU6-380P,0,0,0,0,0,0,0,0
ENSG00000136379.11|ABHD17C,29,25,27,43,27,14,16,14
ENSG00000271983.1|AC023302.1,1,1,0,2,1,1,2,1
ENSG00000103888.16|CEMIP,701,706,720,1182,503,473,422,907
ENSG00000208003.1|MIR549A,0,0,0,0,0,0,0,0
ENSG00000259546.1|AC027808.1,0,0,0,0,0,0,0,0
ENSG00000259649.4|AC027808.2,0,0,1,2,1,0,3,2
ENSG00000117899.10|MESD,799,760,692,963,817,880,584,653
ENSG00000260619.1|AC068870.1,1,0,0,0,0,2,1,1
ENSG00000265855.1|MIR4514,0,0,0,0,0,0,0,0
ENSG00000277782.1|AC068870.2,2,4,2,3,6,10,9,11
ENSG00000140406.3|TLNRD1,28,48,61,77,138,36,56,105
ENSG00000156206.13|CFAP161,0,0,1,0,0,0,0,0
ENSG00000279834.1|AC068870.3,0,0,0,0,0,0,0,0
ENSG00000259461.1|ANP32BP3,0,0,0,0,0,0,0,0
ENSG00000172349.17|IL16,3,0,1,0,3,2,24,9
ENSG00000271725.1|AC103858.1,0,0,0,0,0,0,0,0
ENSG00000172345.13|STARD5,79,70,41,55,105,114,84,136
ENSG00000259343.6|TMC3-AS1,17,9,9,14,13,10,14,11
ENSG00000188869.12|TMC3,2,3,2,3,4,10,1,0
ENSG00000273920.1|AC103858.2,0,0,0,0,0,1,0,0
ENSG00000284709.1|KF456110.1,0,0,0,1,0,0,0,0
ENSG00000275995.1|AC109809.1,0,0,1,0,0,0,0,0
ENSG00000259543.1|AC060809.1,0,0,0,0,0,0,0,0
ENSG00000259594.5|AC023034.1,0,0,0,1,0,0,0,0
ENSG00000259610.1|AC023034.2,0,0,0,0,0,0,0,0
ENSG00000259692.5|AC104041.1,0,0,0,0,1,0,0,0
ENSG00000259445.1|AC025219.1,0,0,0,3,0,0,0,0
ENSG00000259622.1|AC026956.1,0,0,0,0,0,0,0,0
ENSG00000183496.5|MEX3B,19,27,31,68,48,66,32,66
ENSG00000259518.1|LINC01583,2,0,0,2,4,4,5,1
ENSG00000140598.14|EFL1,260,254,248,384,226,219,273,342
ENSG00000212170.1|RNU1-77P,0,0,0,0,0,0,0,0
ENSG00000285974.1|AC026624.1,0,0,0,4,1,2,0,0
ENSG00000188659.9|SAXO2,8,8,6,11,8,7,14,7
ENSG00000274376.4|ADAMTS7P1,4,3,2,2,2,6,3,8
ENSG00000278662.4|GOLGA6L10,0,9,8,12,12,11,6,4
ENSG00000259429.5|UBE2Q2P2,16,12,14,17,14,15,8,12
ENSG00000237550.5|RPL9P9,2670,2798,2276,3023,3674,2853,4351,2560
ENSG00000278202.1|AC243919.1,0,3,2,1,0,3,0,2
ENSG00000197978.9|GOLGA6L9,8,9,5,11,26,14,10,14
ENSG00000275695.1|UBE2Q2P6,0,0,0,2,4,2,1,2
ENSG00000276710.4|CSPG4P10,8,4,0,7,29,9,0,0
ENSG00000278603.1|AC245033.3,0,2,1,4,3,0,0,1
ENSG00000255769.7|GOLGA2P10,5,3,11,9,6,5,11,0
ENSG00000277741.4|GOLGA6L17P,0,0,0,0,0,0,0,0
ENSG00000259637.1|DNM1P38,0,0,0,0,1,1,0,0
ENSG00000284803.1|AC245033.4,0,0,0,0,0,0,0,0
ENSG00000182774.12|RPS17,7388,7330,5089,7138,9647,6662,8791,5534
ENSG00000260836.2|AC245033.1,0,0,10,0,9,5,0,10
ENSG00000278013.1|AC245033.2,0,0,0,0,1,0,0,0
ENSG00000214575.9|CPEB1,77,85,21,34,70,70,39,21
ENSG00000259462.2|CPEB1-AS1,5,2,5,0,4,1,5,0
ENSG00000103723.13|AP3B2,9,7,15,8,4,8,6,3
ENSG00000259707.1|AC105339.4,0,0,0,0,0,0,0,0
ENSG00000228141.7|AC105339.1,3,0,1,1,4,2,0,2
ENSG00000259315.1|ACTG1P17,7,3,0,2,2,2,1,2
ENSG00000279758.1|AC105339.5,0,0,1,0,0,3,0,3
ENSG00000259442.1|AC105339.3,2,6,3,7,1,5,6,2
ENSG00000250988.7|SNHG21,71,63,113,136,60,97,107,89
ENSG00000252690.3|AC105339.2,7,16,16,25,16,18,44,24
ENSG00000186628.12|FSD2,9,6,48,55,1,4,7,21
ENSG00000277864.1|SCARNA15,0,0,0,0,3,1,0,0
ENSG00000156232.7|WHAMM,41,44,58,79,76,37,69,46
ENSG00000103942.12|HOMER2,84,97,75,124,111,66,94,94
ENSG00000259805.1|AC022558.2,0,1,3,2,2,4,0,3
ENSG00000169612.3|RAMAC,521,535,392,521,340,375,363,428
ENSG00000169609.13|C15orf40,265,246,206,326,244,260,251,227
ENSG00000260608.1|AC024270.4,0,0,0,0,2,1,0,0
ENSG00000064726.9|BTBD1,361,385,380,691,197,342,216,601
ENSG00000273747.1|AC022558.3,0,1,2,3,0,0,2,1
ENSG00000259767.1|AC022558.1,1,1,0,0,0,0,1,0
ENSG00000260351.1|AC024270.2,2,2,0,5,0,2,0,0
ENSG00000259308.3|AC024270.1,0,1,0,1,0,1,0,0
ENSG00000263643.1|MIR4515,0,0,0,0,0,0,0,0
ENSG00000136404.15|TM6SF1,9,5,16,32,27,56,32,36
ENSG00000166503.8|HDGFL3,261,274,164,251,289,221,182,204
ENSG00000260579.1|AC024270.3,0,0,0,0,2,0,0,0
ENSG00000259986.1|AC103876.1,2,1,1,3,2,0,0,0
ENSG00000169594.13|BNC1,143,135,34,65,135,91,55,73
ENSG00000140600.16|SH3GL3,3,2,0,1,3,0,2,1
ENSG00000156218.12|ADAMTSL3,172,212,24,40,79,45,16,15
ENSG00000212374.1|RNU6-401P,0,0,0,0,0,0,0,0
ENSG00000261665.2|TUBAP4,0,0,0,2,0,0,0,0
ENSG00000200444.1|RNU6-1339P,0,0,0,0,0,0,0,0
ENSG00000274128.1|AC027807.2,0,0,0,0,0,0,0,0
ENSG00000259609.1|AC027807.1,0,0,0,0,0,0,0,0
ENSG00000259404.5|EFL1P1,0,0,0,0,0,0,0,1
ENSG00000280038.1|DNM1P41,1,1,3,1,10,2,2,1
ENSG00000259694.1|AC136698.1,0,0,0,0,2,0,0,1
ENSG00000259511.2|UBE2Q2L,11,13,5,7,12,12,2,4
ENSG00000259726.1|CSPG4P11,13,7,2,9,66,30,16,11
ENSG00000225151.10|GOLGA2P7,20,25,19,42,98,94,64,85
ENSG00000278422.1|RN7SL331P,0,0,0,1,0,0,0,0
ENSG00000184206.11|GOLGA6L4,3,9,1,5,29,3,11,0
ENSG00000259633.1|UBE2Q2P8,0,0,0,0,0,0,0,0
ENSG00000259683.1|AC243562.2,1,1,2,1,4,1,0,0
ENSG00000244056.3|RN7SL417P,0,0,0,0,0,0,0,0
ENSG00000259570.1|AC243562.1,0,0,0,0,0,0,0,1
ENSG00000235370.6|DNM1P51,3,7,1,13,35,11,2,2
ENSG00000272887.1|CSPG4P5,0,7,0,0,9,10,5,14
ENSG00000259538.1|UBE2Q2P11,0,0,0,0,0,0,0,0
ENSG00000259774.1|AC243562.3,1,1,1,1,3,2,1,4
ENSG00000278785.1|RF00017,0,0,0,1,0,0,0,0
ENSG00000197627.3|UBE2Q2P12,0,0,0,0,0,0,0,0
ENSG00000259551.1|AC048382.4,0,0,0,0,2,0,0,1
ENSG00000259302.1|AC048382.3,0,0,0,0,0,0,0,0
ENSG00000230373.8|GOLGA6L5P,22,0,3,1,21,13,17,16
ENSG00000259244.1|AC048382.2,3,0,0,5,2,1,1,0
ENSG00000189136.9|UBE2Q2P1,13,24,6,19,50,31,18,24
ENSG00000259728.5|LINC00933,4,6,1,2,13,7,2,2
ENSG00000275120.2|AC048382.5,6,1,3,6,4,5,9,3
ENSG00000176371.13|ZSCAN2,128,152,197,287,158,213,263,225
ENSG00000256278.1|AC048382.1,2,3,1,1,1,2,4,0
ENSG00000276278.1|AC048382.6,0,1,0,0,0,0,0,2
ENSG00000176700.20|SCAND2P,25,77,97,101,46,42,44,19
ENSG00000254779.4|EGLN1P1,0,0,0,0,0,1,0,0
ENSG00000177082.12|WDR73,268,232,227,326,338,315,327,320
ENSG00000277578.1|RF00017,0,0,0,3,1,0,0,0
ENSG00000197696.9|NMB,34,40,71,101,100,85,314,170
ENSG00000140612.13|SEC11A,1507,1527,994,1413,1607,1500,1613,1336
ENSG00000259654.1|AC115102.1,1,0,1,1,2,0,2,1
ENSG00000285667.1|AC012291.2,5,2,2,3,8,6,4,6
ENSG00000166716.9|ZNF592,280,306,334,498,326,422,193,333
ENSG00000259415.1|AC012291.1,0,0,0,0,2,0,0,0
ENSG00000136383.6|ALPK3,426,460,1495,2163,469,314,680,789
ENSG00000200991.1|RF00402,0,0,0,0,0,0,0,0
ENSG00000156222.11|SLC28A1,0,0,1,0,0,0,1,0
ENSG00000207037.1|RNU6-339P,0,0,0,0,0,0,0,0
ENSG00000212388.1|RNU6-796P,0,0,0,0,0,0,0,0
ENSG00000271044.1|AC087468.1,0,0,0,0,0,0,0,0
ENSG00000073417.14|PDE8A,136,142,48,103,165,136,90,185
ENSG00000259270.1|AC044860.2,0,0,0,0,0,0,0,0
ENSG00000229212.8|AC044860.1,19,2,2,6,5,2,0,0
ENSG00000259449.1|NIFKP8,0,0,0,0,0,0,0,0
ENSG00000259295.6|CSPG4P12,7,11,4,22,27,11,16,8
ENSG00000277582.1|RN7SL428P,0,0,0,1,0,0,0,0
ENSG00000188388.10|GOLGA6L3,0,0,0,3,0,0,0,0
ENSG00000218052.5|ADAMTS7P4,57,61,11,19,49,75,7,8
ENSG00000259317.1|AC044860.3,0,0,0,0,0,0,0,0
ENSG00000170776.21|AKAP13,1451,1519,1941,2829,963,1003,1029,1512
ENSG00000284160.1|MIR7706,2,1,0,0,0,0,0,0
ENSG00000251891.1|RNU7-79P,0,0,0,0,0,0,0,0
ENSG00000259630.2|AC104046.1,0,0,0,0,0,0,0,0
ENSG00000259375.1|AC087286.3,0,0,0,0,0,0,0,0
ENSG00000259367.1|AC087286.2,7,9,8,4,1,0,7,2
ENSG00000259276.1|AC087286.1,0,0,0,0,1,0,1,0
ENSG00000202081.1|RNU6-1280P,1,0,0,0,0,1,0,0
ENSG00000259453.1|AC087286.4,0,0,0,1,2,0,0,0
ENSG00000259544.1|AC021739.4,1,2,0,0,1,1,1,1
ENSG00000259407.1|AC021739.2,0,4,3,3,0,1,3,0
ENSG00000259762.1|AC021739.5,1,1,0,0,1,0,1,0
ENSG00000259416.2|AC021739.3,0,0,0,0,2,0,0,0
ENSG00000183655.12|KLHL25,218,238,230,307,134,232,174,143
ENSG00000221634.1|MIR1276,0,0,0,0,0,0,0,0
ENSG00000259195.1|AC021739.1,0,0,0,0,0,0,0,0
ENSG00000252931.1|RNU6-231P,0,0,0,0,0,0,0,0
ENSG00000264406.1|MIR548AP,0,0,0,0,0,0,0,0
ENSG00000259608.1|AC104229.1,0,0,0,0,0,0,0,0
ENSG00000260477.7|LINC01584,0,0,3,1,0,0,0,0
ENSG00000273540.3|AGBL1,2,3,70,87,0,3,22,23
ENSG00000252964.1|RNA5SP400,0,0,0,0,0,0,0,0
ENSG00000261077.1|AC016180.1,0,0,0,0,0,0,0,0
ENSG00000200206.1|RF00284,0,0,0,0,0,0,0,0
ENSG00000260125.1|AGBL1-AS1,0,0,0,0,0,0,0,5
ENSG00000259734.1|AC012229.1,0,0,0,0,0,0,0,0
ENSG00000259636.1|AC016987.2,0,0,0,0,0,0,0,0
ENSG00000259620.1|AC016987.1,0,0,0,0,0,0,0,0
ENSG00000259761.1|AC078905.1,0,0,0,0,0,0,0,0
ENSG00000259560.1|AC020687.1,0,0,0,0,0,0,0,0
ENSG00000207150.1|RNU6-185P,0,0,0,0,0,0,0,0
ENSG00000259527.2|LINC00052,0,0,0,0,0,1,0,0
ENSG00000140538.16|NTRK3,133,162,27,52,21,78,15,52
ENSG00000259183.1|MED28P6,0,0,0,0,0,0,0,0
ENSG00000260305.1|NTRK3-AS1,0,0,0,0,0,0,0,0
ENSG00000259494.1|MRPL46,228,238,428,502,382,362,330,361
ENSG00000173867.10|AC013489.1,8,0,7,28,19,20,21,5
ENSG00000181991.15|MRPS11,1177,1269,1308,1635,1322,1249,1258,1167
ENSG00000279945.1|AC013489.3,82,64,114,118,38,53,54,51
ENSG00000140543.14|DET1,111,128,122,168,103,105,100,161
ENSG00000259569.2|AC013489.2,0,0,0,0,0,0,0,0
ENSG00000249487.6|LINC01586,0,1,1,2,0,0,0,1
ENSG00000221630.3|MIR1179,0,0,0,0,0,0,0,0
ENSG00000207703.1|MIR7-2,0,0,0,0,0,0,0,0
ENSG00000283484.1|MIR3529,0,0,0,0,0,0,0,0
ENSG00000181026.14|AEN,611,748,517,665,678,1060,761,869
ENSG00000172183.14|ISG20,27,28,10,20,21,39,57,46
ENSG00000259676.1|AC103982.1,36,34,8,9,19,62,1,2
ENSG00000157766.16|ACAN,1321,1296,122,185,1256,1353,16,39
