gene_name,TC_M_43_1,TC_M_43_2,TC_F_21_1,ATC_M_43_2,ATC_M_43_1,ATC_F_21_3,ATC_F_21_4,ATC_F_21_1,ATC_F_21_2
AL157385.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGV5P,7.0,9.0,13.0,15.0,16.0,15.0,11.0,28.0,15.0
LINC00448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANOGP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROB1,29.0,27.0,35.0,311.0,265.0,217.0,212.0,209.0,222.0
PPIAP59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006482.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL034347.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004692.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008072.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016820.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL365356.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590723.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL035407.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL11A2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355997.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445307.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND4P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CES1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL17B,323.23,368.85,227.73,297.05,312.79,173.34,180.2,188.65,175.52
AL023755.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010655.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNKS2-AS1,14.0,7.0,5.0,4.0,2.0,6.0,10.0,7.0,14.0
AL645998.1,0.0,2.0,0.0,3.0,3.0,2.0,6.0,3.0,3.0
AL355310.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00659,6.0,3.0,12.0,11.0,9.0,14.0,8.0,15.0,5.0
AL691426.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL109763.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02575,4.0,5.0,20.0,6.0,1.0,16.0,11.0,13.0,10.0
AC004006.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL691420.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR,332.36,286.18,305.87,1986.68,1699.65,2068.32,2196.15,2119.97,1844.98
AF013593.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LINC02521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL022313.2,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
AC016909.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGAP3-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND2P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAPCD1,34.92,51.6,17.53,125.65,111.59,129.3,136.05,155.62,158.42
PPIAP91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL627308.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096543.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008781.1,1.0,0.0,0.0,2.0,8.0,9.0,12.0,7.0,5.0
AL162384.1,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
GABRG3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA13,0.0,0.0,0.0,5.92,6.82,2.41,8.96,8.98,6.77
LINC02577,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
RPS3AP30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL450306.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004022.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AC244452.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FAF2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMS1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF885P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7L1P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT8P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003101.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ABCF2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007327.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX510359.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL033539.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEE2-AS1,24.0,23.0,6.0,40.0,23.0,30.0,39.0,35.0,23.0
AC114492.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL513542.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z69666.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Z92545.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353705.1,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0
MRPL45P2,56.52,49.71,70.75,89.61,73.57,77.74,121.32,90.55,98.4
AL358976.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00954,212.0,272.0,419.0,122.0,89.0,58.0,78.0,51.0,61.0
LINC00266-4P,0.0,2.86,2.66,1.38,4.56,3.1,2.92,0.0,0.0
NLGN4Y-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCG22,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
AC245128.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRB-AS1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
AL356310.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL138881.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01128,439.0,413.0,432.0,370.0,400.0,415.0,454.0,438.0,374.0
FAM207BP,0.0,0.0,0.0,1.25,1.16,0.0,0.0,0.0,0.0
LINC01939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590068.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC064807.1,77.0,64.0,50.0,67.0,71.0,53.0,71.0,67.0,42.0
AC073641.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MTCYBP42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC072022.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092628.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS18CP6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HMGB3P4,26.0,44.0,41.0,22.0,18.0,9.0,11.0,27.0,12.0
AL034428.1,3.0,2.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0
PABPC1P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC017007.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARK2P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK3P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACH1-IT2,7.0,22.0,15.0,23.0,25.0,10.0,7.0,11.0,8.0
AL359918.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL049792.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592309.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4500HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMTOR3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592494.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AL929410.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLK2P2,7.0,11.0,15.0,37.0,30.0,19.0,23.0,24.71,21.0
AC005077.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL160408.2,1.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0
AC244098.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445189.2,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
AC012123.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT45A5,0.0,0.0,0.0,4.48,9.93,0.0,0.0,0.0,0.0
CBX3P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355483.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3IP1-AS1,37.0,26.0,32.0,6.0,5.0,6.0,1.0,4.0,0.0
PCDH9-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL133410.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL358176.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MC2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC105402.2,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
CDY12P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO3P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092802.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEGR1-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL009048.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP17L30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104653.1,18.0,35.0,18.0,26.0,27.0,47.0,36.0,29.0,31.0
AL731547.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068389.1,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
AL121985.1,27.0,28.27,22.15,495.12,444.99,157.0,177.0,188.0,173.43
MYLKP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX4I1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096664.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012307.1,1.0,6.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0
AC090954.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010745.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL669970.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT7-AS1,19.0,25.0,32.0,32.0,40.0,60.0,63.0,53.0,60.0
AL591848.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL138963.1,3.0,2.0,9.0,10.0,12.0,9.0,9.0,12.0,19.0
EEF1DP1,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
LINC01428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBAC2-AS1,31.0,24.0,26.0,47.0,56.0,32.0,28.0,18.0,28.0
TTTY21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012441.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO1P43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GALNAC2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASA4CP,379.19,391.29,541.96,479.84,362.57,644.74,718.01,778.41,627.16
AL353804.1,8.0,11.0,30.0,8.0,18.0,13.0,7.0,15.0,23.0
LINC01803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1H1P,4.0,3.0,8.0,0.0,0.0,5.0,7.0,5.0,2.0
OR7E128P,0.0,0.0,0.0,1.17,2.0,0.0,0.0,0.0,0.0
AL591806.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01344,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
AC097381.1,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
AC234771.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP000355.1,0.0,6.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0
AC016722.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
TSPY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPNA2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS13P2,9.6,1.07,4.27,1.07,6.36,5.37,5.3,3.19,4.97
MTCO1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC107419.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005539.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPD2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKT3-IT1,22.0,36.0,11.0,9.0,4.0,6.0,7.0,7.0,8.0
AL391730.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE3AP2,3.02,5.0,7.08,2.01,0.0,4.03,0.0,2.01,0.0
AL137792.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004485.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLUHP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A6P5,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0
UGT1A12P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023137.1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
AL365356.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006026.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL591623.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SATB1-AS1,294.0,301.0,515.0,1315.0,1033.0,621.0,695.0,661.0,680.0
AL512590.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGPP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL049812.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2A9P,77.78,15.65,101.75,4.37,42.76,98.24,128.82,142.05,112.18
LINC01690,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
OR7E93P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMER2P1,1.0,1.0,3.0,0.0,2.0,0.0,4.0,3.0,1.0
AC096554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBTFL6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
AL356479.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009955.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006483.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SUMO2P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097658.1,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.12,0.0
AL627095.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SLC47A1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021451.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234781.3,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
AL353771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
RPL5P32,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MTND1P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL136452.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091167.1,0.0,2.6,0.0,0.0,0.0,0.0,0.49,0.0,0.0
AC096570.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT7P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP14,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0
AC246785.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0
HNF4A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC3P1,1.03,8.0,3.0,12.56,7.2,6.11,15.22,8.4,8.33
TMPRSS11GP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL161672.1,1.0,2.0,0.0,3.0,6.0,2.0,1.0,3.0,1.0
LINC01038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003685.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC083939.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P13,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
AL450472.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
AC096638.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01277,0.0,0.0,5.0,2.0,0.0,13.0,7.0,5.0,6.0
PMS2P7,13.61,21.54,28.44,42.98,22.54,50.77,31.15,51.45,45.9
AL161457.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL450992.1,1.0,3.0,1.0,13.0,5.0,2.44,2.0,3.0,4.0
AL365366.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC067945.1,16.0,14.0,26.0,66.0,46.0,40.0,84.0,47.0,55.0
AP001595.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSFY1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KRT223P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDCA4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX276092.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO1P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445685.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRR2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDAC1P8,60.02,58.56,57.39,33.0,33.0,23.4,28.16,28.21,27.0
BX323845.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
AL031656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091729.3,37.0,41.0,19.0,47.0,24.0,34.0,39.0,19.0,24.0
AL451070.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF127577.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL449283.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS29P14,3.0,3.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0
AC020571.1,57.0,48.0,28.0,74.0,83.0,73.0,71.0,64.0,56.0
RPS3AP54,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
AL451124.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRBV23OR9-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104073.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354893.2,0.0,0.0,1.0,1.0,9.0,2.0,1.0,2.0,2.0
AC093459.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL714022.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPOP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR848007.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCO3P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR5AW1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMA6P2,2.05,2.01,2.04,1.01,0.0,2.02,4.02,2.02,5.04
LINC01548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007738.1,1.0,7.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0
MTND1P10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ANKRD20A8P,1.24,0.0,2.35,1.28,4.13,4.04,0.0,0.0,6.84
FO082842.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA8P8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
IGHV3-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR51AB1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM2P2,5.19,1.29,2.67,1.44,2.87,1.42,4.26,2.82,0.0
ELOCP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC076966.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YY1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTN2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTBD6P1,14.0,13.0,8.0,11.0,1.0,3.0,3.0,11.0,2.0
ABHD17AP4,0.0,2.07,0.0,0.0,0.0,1.96,0.0,0.0,0.0
LINC02587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137847.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006355.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL356583.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL390774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137026.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL41,20908.87,19092.5,17136.59,26141.87,22225.98,25207.91,26420.95,23348.9,21957.96
AC068491.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC026403.1,6.3,12.82,0.0,101.62,84.01,26.82,17.62,57.92,36.72
CYCSP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL5-IT1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
VIM-AS1,297.0,269.0,171.0,166.0,112.0,79.0,99.0,98.0,79.0
AC007038.1,70.0,75.0,85.0,78.0,64.0,48.0,72.0,63.0,55.0
ACTG1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016710.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4A1P10,6.4,2.13,4.28,11.81,4.9,6.17,18.29,2.63,9.44
RPS7P4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CDY6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC26,0.0,0.0,0.0,8.0,2.0,2.0,2.0,1.0,2.0
HCG4P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009480.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX18P4,0.0,1.34,0.0,0.0,0.0,0.0,0.0,6.16,0.0
SMPD4P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYGEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233976.1,29.0,29.0,61.0,9.0,6.0,7.0,7.0,10.0,7.0
ANKRD10-IT1,87.0,102.0,88.0,153.0,142.0,127.0,99.0,101.0,119.0
EPHA1-AS1,204.0,202.0,365.0,79.0,53.0,68.0,75.0,69.0,54.0
KCNQ5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR769776.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18
TSPY23P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
