gene_name,TC_M_43_1,TC_M_43_2,TC_F_21_1,ATC_M_43_2,ATC_M_43_1,ATC_F_21_3,ATC_F_21_4,ATC_F_21_1,ATC_F_21_2
TSPAN6,4.0,15.0,25.0,1.0,1.0,18.0,12.0,10.0,20.0
TNMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM1,253.0,201.0,251.0,749.0,673.0,732.0,860.0,820.0,751.0
SCYL3,342.0,362.0,339.0,835.0,712.0,709.0,730.0,752.0,652.0
C1orf112,123.0,101.0,82.0,859.0,704.0,775.0,817.0,770.0,732.0
FGR,637.0,625.0,199.0,51.0,43.0,16.0,17.0,12.0,5.0
CFH,312.0,314.0,44.0,98.0,54.0,8.0,3.0,5.0,5.0
FUCA2,95.0,79.0,72.0,363.0,291.0,274.0,283.0,238.0,253.0
GCLC,495.0,453.0,374.0,847.0,720.0,642.0,657.0,612.0,583.0
NFYA,934.0,987.0,1103.0,1314.0,1134.0,1219.0,1341.0,1157.0,1083.0
STPG1,71.0,73.0,102.0,347.0,287.0,472.0,529.0,454.0,460.0
NIPAL3,1267.0,1266.0,1801.0,2461.0,2108.0,2705.0,2864.0,2807.0,2557.0
LAS1L,894.0,953.0,897.0,1110.0,977.0,1300.0,1292.0,1218.0,1146.0
ENPP4,314.0,337.0,251.0,427.0,364.0,355.0,355.0,330.0,319.0
SEMA3F,3.0,4.0,2.0,5.0,5.0,1.0,2.0,0.0,0.0
CFTR,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0
ANKIB1,1209.0,1248.0,1230.0,2011.0,1753.0,1717.0,2023.0,1815.0,1661.0
CYP51A1,656.77,669.93,544.92,1212.14,935.05,1185.91,1224.0,1113.0,1036.0
KRIT1,652.3,669.01,649.79,882.1,794.45,960.08,1061.47,897.76,853.01
RAD52,239.0,192.0,265.0,210.0,200.0,329.0,344.0,349.0,289.0
MYH16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BAD,204.0,236.0,134.0,398.0,345.0,379.0,402.0,411.0,359.0
LAP3,546.0,527.0,429.0,2272.0,1929.0,1804.0,1708.0,1812.0,1545.0
CD99,2155.0,1964.0,1270.0,3215.0,2665.0,2036.0,2081.0,1938.0,1845.0
CD99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ST1,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
AOC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNT16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECW1,5.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0
MAD1L1,897.0,973.0,1351.0,813.0,732.0,808.0,781.0,683.0,685.0
LASP1,3578.0,3501.0,3056.0,7752.0,6443.0,7875.0,8607.0,7524.0,7095.0
SNX11,226.0,237.0,164.0,749.0,663.0,725.0,716.0,682.0,528.0
TMEM176A,0.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0
M6PR,2040.0,2026.0,1525.0,2638.0,2211.0,2349.0,2529.0,2288.0,2142.0
KLHL13,12.0,8.0,21.0,26.0,18.0,51.0,58.0,52.0,50.0
CYP26B1,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ICA1,28.0,12.0,31.0,42.0,39.0,65.0,57.0,55.0,46.0
DBNDD1,51.0,54.0,61.0,33.0,24.0,24.0,19.0,24.0,19.0
ALS2,290.0,318.0,346.0,557.0,492.0,590.0,690.0,627.0,574.0
CASP10,665.53,716.76,1372.0,728.63,611.16,638.3,708.63,681.54,557.45
CFLAR,6062.0,6167.0,5484.54,11229.52,9519.82,7104.03,7702.51,7127.57,6748.79
TFPI,8.0,7.0,12.0,4.0,1.0,13.0,8.0,13.0,3.0
NDUFAF7,246.0,229.0,286.0,515.0,383.0,469.0,546.0,419.0,442.0
RBM5,3502.0,3567.0,4017.0,3691.0,3211.0,3616.0,3761.0,3687.0,3544.0
MTMR7,6.0,3.0,0.0,1.0,8.0,1.0,2.0,2.0,0.0
SLC7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARF5,897.09,892.55,746.57,1567.45,1389.92,1636.68,1655.94,1410.65,1385.58
SARM1,1270.0,1318.0,1077.0,1423.36,1200.43,1412.15,1421.68,1332.83,1343.89
POLDIP2,526.0,536.0,563.0,2077.0,1855.0,2429.0,2423.0,2242.0,2089.0
PLXND1,882.0,947.0,307.0,148.0,119.0,96.0,104.0,102.0,76.0
AK2,943.0,838.0,928.0,4030.31,3412.0,3842.21,3987.89,3693.22,3402.07
CD38,121.0,157.0,576.0,1871.0,1586.0,1623.0,1751.0,1615.0,1456.0
FKBP4,638.0,574.0,605.0,1626.0,1427.0,2086.0,1970.0,1964.0,1803.0
KDM1A,998.0,954.0,1021.0,1755.0,1563.0,1805.0,1810.0,1680.0,1472.0
RBM6,2141.0,2216.0,1952.0,1898.0,1507.0,1557.0,1625.0,1511.0,1421.0
CAMKK1,223.0,185.0,183.0,100.0,106.0,116.0,120.0,139.0,125.0
RECQL,959.0,792.0,637.0,3575.0,3076.0,3453.0,3596.0,3317.0,3118.0
VPS50,469.0,468.0,398.0,622.0,532.0,601.0,695.0,599.0,594.0
HSPB6,1.0,0.0,0.0,32.0,22.0,19.0,16.0,22.0,16.0
ARHGAP33,301.0,265.0,358.0,1274.0,1142.0,1575.0,1673.0,1525.0,1539.0
NDUFAB1,161.0,151.0,136.0,614.0,560.0,578.0,666.0,586.0,602.0
PDK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A16,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
ZMYND10,21.0,26.0,18.0,26.0,30.0,29.0,25.0,24.0,22.0
ABCB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARX,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SLC25A13,163.0,145.0,135.0,145.0,174.0,215.0,196.0,176.0,209.0
ST7,83.0,75.2,45.0,158.54,118.67,121.87,126.32,88.0,104.0
CDC27,920.0,963.85,865.0,3289.0,2660.0,3324.0,3602.9,3129.0,2921.0
SLC4A1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0
CALCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCCS,103.0,89.0,70.0,498.0,391.0,471.0,513.0,407.0,402.0
DVL2,748.0,717.0,674.0,1307.0,1121.0,1488.0,1533.0,1311.0,1343.0
PRSS22,16.0,13.0,9.0,16.0,15.0,8.0,2.0,5.0,4.0
UPF1,2631.0,2753.0,2346.0,3198.0,2639.0,4172.0,4267.0,3917.0,3650.0
SKAP2,165.0,144.0,191.0,359.0,320.0,625.0,741.0,722.0,592.0
SLC25A5,1502.0,1457.0,1644.0,7681.0,6633.0,8720.0,8679.0,8179.0,7602.0
MCUB,1204.0,1142.0,1450.0,901.0,848.0,1024.0,1061.0,956.0,936.0
HOXA11,0.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0
POLR2J,247.29,259.4,272.73,449.59,371.28,624.24,591.5,577.19,522.96
DHX33,325.0,297.0,342.0,1212.0,1076.0,1490.0,1654.0,1570.0,1360.0
MEOX1,79.0,78.0,62.0,10.0,3.0,3.0,11.0,7.0,3.0
THSD7A,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
LIG3,1074.0,1040.0,1085.0,1474.0,1264.0,1649.0,1737.0,1630.0,1453.0
RPAP3,403.0,365.0,461.0,769.0,649.0,743.0,794.0,686.0,664.0
ACSM3,77.0,72.0,93.0,428.0,349.0,380.0,365.0,373.0,345.0
REXO5,6.0,8.0,7.0,391.0,284.0,472.0,544.0,430.0,388.0
CIAPIN1,290.0,285.0,468.0,664.0,598.0,851.0,890.0,880.0,779.92
SPPL2B,1436.91,1408.0,1582.0,1120.28,997.0,1127.0,1160.0,1142.0,1057.0
FAM214B,146.0,203.0,111.0,370.0,303.0,290.0,292.0,281.0,282.0
COPZ2,11.0,7.0,4.0,101.0,69.0,86.0,112.0,86.0,77.0
PRKAR2B,26.0,18.0,61.0,64.0,65.0,23.0,32.0,33.0,21.0
MSL3,2679.0,2606.0,3509.0,3821.0,3191.0,3441.0,3906.0,3468.0,3276.0
CREBBP,6277.0,6674.0,6129.0,5068.0,4186.0,5137.0,5345.0,5079.0,4530.0
TSPOAP1,1866.0,1912.0,674.0,2476.0,2160.0,1814.0,1983.0,1987.0,1850.0
MPO,40.0,32.0,44.0,4.0,5.0,1.0,0.0,0.0,1.0
PON1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
GCFC2,288.0,275.0,270.0,337.0,279.0,338.0,385.0,372.0,301.0
WDR54,324.0,348.0,239.0,838.0,821.0,947.0,839.0,814.0,779.0
CROT,196.0,154.0,191.0,233.0,205.0,250.0,257.0,262.0,212.0
ABCB4,4.01,3.0,6.0,11.62,8.08,4.0,3.0,5.0,2.0
KMT2E,6075.0,6219.0,5194.0,5280.0,4415.0,4413.0,4669.0,4280.0,4059.0
RHBDD2,1206.0,1292.0,828.0,1187.0,1040.0,1122.0,1123.0,1065.0,944.0
SOX8,123.0,136.0,142.0,84.0,67.0,85.0,92.0,98.0,56.0
IBTK,992.0,1018.0,897.0,2207.0,2068.0,2155.0,2161.0,2163.0,1934.0
ZNF195,665.0,598.0,602.0,1231.0,959.0,1090.0,1210.0,1127.0,1060.0
MYCBP2,9306.0,9594.0,9988.0,7652.0,6843.0,6605.0,7126.0,6333.0,6268.0
FBXL3,1462.0,1471.0,1530.0,1698.0,1489.0,1420.0,1578.0,1318.0,1335.0
ITGAL,13450.0,13674.0,8093.0,19625.0,17096.0,23764.0,24531.0,23059.0,21231.0
PDK2,288.0,314.0,312.0,505.0,381.0,607.0,671.0,572.0,520.0
ITGA3,269.0,225.0,195.0,723.0,661.0,704.0,702.0,612.0,620.0
ZFX,1313.0,1278.01,2080.0,1879.01,1674.65,3230.0,3180.0,3088.0,2746.0
LAMP2,632.0,685.0,604.0,1412.0,1231.0,1310.0,1330.0,1250.0,1172.0
ITGA2B,25.0,28.0,70.0,57.0,76.0,61.0,70.0,69.0,63.0
ASB4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
GDE1,442.0,474.0,334.0,765.0,672.0,771.0,751.0,731.0,642.0
REX1BD,709.0,713.0,742.0,470.0,434.0,581.0,589.0,549.0,498.0
CRLF1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
OSBPL7,979.0,1026.0,822.0,780.0,607.0,746.0,869.0,848.0,721.0
TMEM98,1.0,0.0,1.0,19.0,16.0,17.0,14.0,14.0,19.0
YBX2,0.0,2.0,12.0,137.0,101.0,245.0,317.0,310.0,287.0
KRT33A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K14,1139.0,1267.0,956.0,3415.0,2915.0,3152.0,3408.0,3139.0,2815.0
ABCC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNG3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
TMEM132A,0.0,0.0,1.0,58.0,35.0,27.0,28.0,24.0,22.0
AP2B1,4092.0,3777.0,3069.0,6902.0,6159.98,6521.0,6926.0,6283.0,5767.0
TAC1,0.0,0.0,0.0,37.0,33.0,31.0,38.0,17.0,19.0
ZNF263,698.0,609.0,622.0,921.0,826.0,956.0,1042.0,953.0,912.0
CX3CL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SPATA20,269.0,218.0,394.0,645.0,515.0,1390.0,1414.0,1312.0,1272.0
CACNA1G,4.0,1.0,2.0,4.0,8.0,6.0,13.0,9.0,8.0
TNFRSF12A,11.0,15.0,6.0,50.0,41.0,41.0,52.0,47.0,35.0
DLX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K9,360.0,363.0,327.0,663.0,553.0,693.0,744.0,677.0,649.0
RALA,353.0,348.0,377.0,1183.0,1070.0,1415.0,1499.0,1320.0,1216.96
BAIAP2L1,99.0,77.0,29.0,358.0,347.0,165.0,163.0,161.0,152.0
KDM7A,1844.0,1804.0,1847.0,3485.0,3193.0,2482.0,2606.0,2385.0,2225.0
ETV1,4.0,6.0,2.0,23.0,23.0,1.0,1.0,1.0,7.0
AGK,484.0,518.0,493.0,1152.0,965.0,891.0,910.0,870.0,818.0
ALDH3B1,10.0,4.0,5.0,6.0,1.0,2.0,3.0,2.0,4.0
TTC22,259.0,306.0,218.0,621.0,511.0,540.0,526.0,541.0,505.0
PHTF2,953.0,933.0,736.0,1028.0,920.0,718.0,669.0,618.0,655.0
CCL26,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
FARP2,348.0,311.0,314.0,974.0,846.0,842.0,971.0,865.0,852.0
USH1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGCT,57.0,62.75,106.94,870.96,729.0,1022.78,1103.96,985.77,885.87
DBF4,643.54,652.16,522.27,1153.05,1001.63,1298.62,1325.21,1209.65,1134.39
TBXA2R,39.0,49.0,69.0,47.0,22.0,90.0,82.0,111.0,94.0
IFRD1,2926.0,2848.0,2261.0,1695.0,1442.0,1576.0,1624.0,1506.98,1417.0
LGALS14,0.0,3.0,4.0,62.0,56.0,46.0,39.0,46.0,28.0
COX10,331.0,303.0,313.0,932.0,863.0,1006.0,1048.0,971.0,860.0
GTF2IRD1,20.0,32.0,12.0,99.0,72.0,102.0,101.0,90.0,85.0
PAF1,888.0,910.0,805.0,1262.0,1048.0,1290.0,1257.0,1150.0,1060.0
VPS41,726.0,725.0,654.0,1320.0,1113.0,1302.0,1436.0,1356.0,1200.0
ARHGAP44,0.0,1.0,1.0,2.0,4.0,12.0,6.0,7.0,14.0
ELAC2,903.0,976.0,911.0,1736.0,1600.0,1820.0,1912.0,1840.0,1589.0
SCIN,0.0,0.0,5.0,6.0,1.0,2.0,4.0,1.0,1.0
ARSD,64.0,64.0,48.0,118.0,75.0,90.0,74.0,80.0,51.0
PNPLA4,52.0,61.0,61.0,179.0,144.0,370.0,353.0,360.0,326.0
MYH13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR2,589.0,628.0,564.0,1499.0,1318.0,1716.0,1687.0,1538.0,1463.0
CDKL3,2.23,5.96,10.26,46.8,50.47,70.28,44.78,57.64,55.54
UPP2,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
PRSS21,16.0,17.0,6.0,117.0,90.0,36.0,25.0,40.0,27.0
MARK4,514.0,541.0,409.0,860.0,682.0,738.0,755.0,764.0,642.0
PROM1,23.0,12.0,17.0,46.0,49.0,13.0,3.0,10.0,10.0
CCDC124,186.0,200.0,191.0,623.0,467.0,779.0,818.0,783.0,618.0
CEACAM21,192.0,214.0,207.0,351.0,322.0,285.0,272.0,256.0,250.0
PAFAH1B1,2263.93,2283.39,2263.53,4218.1,3732.07,4534.11,4678.15,4354.37,3962.91
NOS2,2.0,3.0,3.0,7.0,4.0,3.0,3.0,0.0,3.0
DNAH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0100,4016.0,4218.0,4201.0,6150.0,5439.0,6353.0,6450.0,5917.0,5776.0
SLC13A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS7,454.0,398.0,101.0,61.0,44.0,36.0,53.0,44.0,35.0
TRAPPC6A,306.0,297.0,292.0,446.0,348.0,461.0,520.0,441.0,437.0
MATK,636.0,625.0,279.0,331.0,313.0,357.0,385.0,394.0,308.0
CEACAM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD79B,146.0,186.0,136.99,382.51,309.0,384.0,382.66,353.0,357.48
SCN4A,1.0,1.0,2.0,29.0,37.0,51.0,69.0,46.0,48.0
ST7L,336.0,355.0,351.0,294.0,229.0,278.0,299.0,302.0,281.0
TKTL1,37.0,29.0,50.0,18.0,10.0,7.0,6.0,12.0,10.0
PAX6,2.0,0.0,0.0,5.0,5.0,7.0,14.0,3.0,7.0
RPUSD1,257.0,265.0,281.0,343.0,324.0,514.0,562.0,519.0,470.0
RHBDF1,3.0,10.0,3.0,10.0,5.0,5.0,5.0,6.0,6.0
LUC7L,2176.0,2359.0,2438.0,1173.0,963.0,921.0,996.0,929.0,917.0
CACNA2D2,289.0,327.0,135.0,220.0,180.0,221.0,295.0,215.0,184.0
BAIAP3,297.0,311.0,161.0,24.0,11.0,16.0,8.0,18.0,22.0
TSR3,276.0,291.0,226.0,578.0,423.0,683.0,650.0,661.0,598.0
PIGQ,597.63,633.75,566.88,506.0,424.86,565.19,539.12,546.63,527.0
CRAMP1,1163.52,1228.88,1254.18,1944.32,1610.89,1968.7,2123.32,2096.26,1870.0
TEAD3,2.0,1.0,2.0,72.0,72.0,61.0,67.0,40.0,47.0
SELE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC11,667.0,626.0,612.0,1136.0,892.0,1410.0,1432.0,1301.0,1277.0
FMO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLIP,4116.0,4179.0,3607.0,522.0,506.0,441.0,444.0,426.0,392.0
NOX1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
E2F2,178.0,146.0,112.0,1179.0,1054.0,1442.0,1494.0,1373.0,1228.0
PSMB1,835.0,843.0,842.0,2017.0,1673.0,1895.0,2048.0,1922.0,1742.0
SYN1,8.0,4.0,1.0,32.0,30.0,16.24,21.65,27.88,23.0
JARID2,1259.0,1404.0,1382.0,3936.0,3227.0,2710.0,2827.0,2688.0,2445.0
CDKL5,176.0,169.0,203.0,247.0,212.0,161.0,174.0,183.0,153.0
CAMK1G,0.0,0.0,0.0,14.0,12.0,8.0,7.0,0.0,3.0
CDK11A,622.91,665.78,1116.58,422.01,357.42,722.31,817.38,709.59,695.26
NADK,689.0,671.0,633.0,1189.0,1031.0,1206.0,1230.0,1132.0,1020.0
TFAP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLEC1,301.0,271.0,124.0,32.0,23.0,29.0,25.0,25.0,22.0
CYTH3,311.0,311.0,120.0,95.0,82.0,58.0,59.0,62.0,56.0
ADAM22,132.0,143.0,144.0,157.0,149.0,98.0,127.0,94.0,95.0
SYPL1,586.0,534.0,674.0,712.0,585.0,762.0,742.0,781.0,625.0
CYB561,644.0,689.0,253.0,311.0,210.0,92.0,122.0,91.0,78.0
SPAG9,1378.0,1387.0,1167.0,3384.0,2936.0,2673.0,2767.0,2620.0,2422.0
CELSR3,475.0,432.0,377.0,1334.0,1101.0,1536.0,1582.0,1540.0,1367.0
AASS,147.0,107.0,82.0,142.0,111.0,117.0,139.0,144.0,118.0
PLEKHG6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
SS18L2,289.0,216.0,199.0,663.0,542.0,592.0,531.0,510.0,532.0
MPND,158.0,178.0,136.0,143.0,123.0,178.0,182.0,196.0,179.0
MGST1,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CRY1,756.0,802.0,674.0,997.0,864.0,1075.0,1078.0,1017.0,957.0
PGLYRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIX,85.0,90.0,162.0,88.0,57.0,99.0,120.0,129.0,97.0
ST3GAL1,5957.0,5666.0,4857.0,9938.0,8567.0,5571.0,5958.0,5244.0,5111.0
MMP25,67.0,76.0,28.0,224.0,157.0,88.0,89.0,95.0,80.0
IL32,8409.82,7908.35,4715.14,21308.92,18244.12,13795.8,13843.7,12968.9,12021.81
PKD1,3862.22,4008.41,3939.53,5115.67,4492.08,4995.31,5158.77,4866.38,4567.49
MAPK8IP2,6.0,21.0,5.0,28.0,31.0,41.0,30.0,24.0,26.0
MED24,1057.0,1002.0,1007.0,1933.0,1638.0,2004.0,2031.0,2037.0,1826.0
RHOBTB2,155.0,160.0,195.0,101.0,82.0,130.0,127.0,122.0,102.0
HEATR5B,1925.0,2050.0,1895.0,1100.0,977.0,910.0,1017.0,983.0,847.0
SEC62,1446.0,1371.0,1531.0,2201.0,1832.0,2377.0,2537.0,2209.0,2067.0
RPS20,16661.53,15280.78,15508.25,19349.1,16726.58,18359.72,18657.76,16877.5,15860.65
CSDE1,9903.0,9275.0,9700.0,13844.0,12072.0,13094.0,13715.0,12561.0,11250.0
UBE3C,1686.0,1637.0,1530.0,2361.0,1987.0,1904.0,2042.0,1918.0,1884.0
REV3L,1449.0,1490.99,1318.0,1864.0,1608.0,1737.8,1997.0,1733.85,1603.0
TENM1,211.0,174.0,571.0,80.0,60.0,49.0,57.0,41.0,44.0
PAX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASP2,6.0,6.0,7.0,10.0,2.0,9.0,5.0,16.0,16.0
IYD,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
FAM76A,359.0,356.0,338.0,290.0,301.0,368.0,357.0,390.0,318.0
TRAF3IP3,3818.0,3909.0,5283.0,3100.0,2531.0,3183.0,3544.0,3236.0,2941.0
POMT2,175.0,179.0,163.0,219.0,184.0,252.0,293.0,323.0,277.0
VTA1,344.0,330.0,331.0,733.0,631.0,917.0,910.0,797.0,780.0
MLXIPL,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0
BAZ1B,2535.0,2576.0,2342.0,7088.0,5920.0,7743.0,7892.0,7508.0,6783.0
RANBP9,1362.0,1435.0,1103.0,2897.0,2510.0,2628.0,2918.0,2666.0,2445.0
ETV7,43.0,34.0,13.0,149.0,132.0,27.0,31.0,40.0,26.0
SPRTN,401.0,422.0,363.0,267.0,244.0,272.0,247.0,237.0,205.0
METTL13,348.0,321.0,328.0,1275.0,1186.0,1400.0,1580.0,1413.0,1211.0
DYRK4,74.0,59.81,67.64,485.51,365.67,475.72,446.61,415.11,340.95
ZNF207,4161.88,4019.0,4837.31,6544.12,5749.44,5277.97,5951.76,5277.13,4911.56
UQCRC1,723.0,770.0,709.0,3015.0,2593.0,3130.0,3180.0,2883.0,2654.0
STARD3NL,226.0,208.0,182.0,512.0,408.0,502.0,478.0,429.0,417.0
CD9,21.0,27.0,25.0,98.0,88.0,127.0,130.0,103.0,122.0
HHATL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NCAPD2,1512.0,1380.0,1401.0,9431.0,7978.0,9975.0,10355.0,9267.0,8738.0
IFFO1,959.0,980.0,695.0,512.0,386.0,500.0,601.0,515.0,516.0
GIPR,178.0,149.0,120.0,259.0,251.0,160.0,128.0,141.0,131.0
PHF7,133.0,148.0,127.0,342.0,306.0,338.0,342.0,338.0,281.0
SEMA3G,63.0,41.0,31.0,8.0,4.0,8.0,7.0,3.0,8.0
NISCH,3415.0,3533.0,3088.0,2934.0,2489.0,2873.0,3154.0,3072.0,2688.0
STAB1,16.0,24.0,6.0,9.0,7.0,0.0,7.0,1.0,1.0
FUZ,191.0,168.0,102.0,381.0,362.0,531.0,515.0,443.0,465.0
SLC6A13,3.0,5.0,4.0,35.0,34.0,36.0,52.0,50.0,42.0
IDS,7019.36,6904.69,3219.61,3944.47,3554.58,2631.7,2780.75,2502.57,2295.52
PRSS3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
ZNF200,162.0,154.0,182.0,486.0,393.0,467.0,511.0,435.0,444.0
CD4,4160.0,4128.0,3717.0,5268.0,4409.0,4712.0,4726.0,4693.0,4228.0
LRRC23,87.76,102.92,72.85,129.61,116.69,164.03,192.73,176.33,138.64
BTK,41.0,39.0,28.0,36.0,38.0,27.0,39.0,17.0,39.0
HFE,47.0,46.0,15.0,34.0,40.0,19.0,22.0,32.0,17.0
SCMH1,323.0,343.0,346.0,828.0,678.0,817.0,851.0,851.0,768.0
FYN,5920.0,5996.0,4826.0,9803.0,8491.0,9330.0,10081.0,9116.0,8247.0
HIVEP2,6639.0,6525.0,5620.0,3925.0,3310.0,3199.0,3395.0,3098.0,2871.0
FMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOA,957.0,891.0,775.0,1342.0,1222.0,1299.0,1357.0,1212.0,1033.0
LYPLA2,726.0,687.0,565.0,1268.65,1227.0,1337.91,1353.51,1266.0,1204.0
CLCN6,373.0,383.52,365.0,328.79,336.0,329.0,398.0,381.83,318.39
MRC2,199.0,204.0,95.0,687.0,544.0,400.0,415.0,424.0,336.0
NME1-NME2,49.32,0.02,0.0,126.17,221.43,387.68,44.27,115.69,179.55
SLC6A7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN9,7.0,13.0,15.0,38.0,19.0,32.0,25.0,42.0,25.0
BTBD7,659.0,671.0,560.0,693.0,589.0,573.0,601.0,523.0,542.0
APBA3,612.62,699.95,651.57,1102.79,1011.82,1148.84,1112.0,1097.85,976.0
MKS1,151.0,158.0,154.0,552.0,504.0,689.0,715.0,644.0,672.0
ABHD5,169.0,201.0,161.0,545.0,477.0,479.0,473.0,461.0,474.0
ANOS1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AKAP8L,1506.0,1572.0,1536.0,1881.0,1599.0,1930.0,2087.0,1900.0,1800.0
MBTD1,884.0,852.0,812.0,667.0,652.0,658.0,730.0,671.0,623.0
UTP18,559.0,545.0,508.0,1018.0,820.0,1164.0,1172.0,1078.0,1030.0
RNF216,2485.68,2652.13,2722.06,2507.76,2175.51,2436.3,2588.43,2403.32,2163.43
TTC19,930.0,973.54,817.83,1006.0,836.46,1147.23,1255.31,1169.65,997.63
PTBP1,4903.0,4919.0,4613.0,9147.0,7755.0,9475.0,9860.0,9120.0,8500.0
DPF1,0.0,1.0,2.0,12.0,4.0,22.0,11.0,15.0,23.0
SYT7,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
LARS2,392.0,464.0,453.0,762.0,608.0,697.0,733.0,658.0,695.0
PIK3C2A,1022.0,1071.0,1074.0,1247.0,1075.0,1022.0,1158.0,990.0,986.0
PLAUR,61.0,53.0,28.0,158.0,126.0,96.0,113.0,91.0,85.0
ANLN,8.0,8.0,22.0,1450.0,1219.0,1198.0,1345.0,1200.0,1138.0
WIZ,840.0,832.0,826.0,758.0,635.0,713.0,781.0,721.0,700.0
RABGAP1,921.6,869.0,913.33,1311.0,1164.68,1261.0,1320.0,1353.0,1104.76
DCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QPCTL,81.0,106.0,79.0,583.0,484.0,504.0,503.0,458.0,456.0
PPP5C,664.0,673.0,553.0,1276.0,1141.0,1461.0,1506.0,1440.0,1309.0
CEP68,1285.0,1258.0,1039.0,602.0,474.0,353.0,418.0,357.0,315.0
MAP4K3,366.0,324.0,334.0,378.0,281.0,293.0,342.0,391.0,285.0
ZBTB32,37.0,36.0,32.0,4008.0,3318.0,2885.0,3009.0,2769.0,2428.0
TYROBP,14.0,27.0,12.0,8.0,1.0,2.0,0.0,4.0,4.0
TMEM159,141.0,156.0,164.0,228.0,208.0,222.0,237.0,196.0,187.0
GABRA3,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0
BRCA1,73.0,56.0,100.0,4449.0,3913.18,5094.26,5358.28,4882.0,4743.22
ERCC1,746.0,781.0,674.0,1044.0,902.0,885.0,1034.0,968.0,876.0
CD22,97.0,94.0,84.0,914.0,704.0,889.0,999.0,863.0,842.0
SEMA3B,21.0,41.0,8.0,56.0,64.0,76.0,70.0,88.0,72.0
