40118,103929
44523,114956
29502,77744
35141,93008
44524,114960
35141,93003
40277,104197
48443,126544
44524,114958
48443,126558
48443,126560
35141,93006
48443,126545
48443,126536
44526,114964
48443,126537
44526,114967
48443,126533
35142,93010
48443,126567
48443,126566
7275,19480
7275,19481
7275,19477
7275,19482
48445,126571
7275,19478
48445,126574
44526,114965
48445,126572
40300,104235
40300,104234
44528,114979
44529,114984
29509,77760
29509,77762
40300,104236
40301,104237
29509,77761
44539,115020
40302,104243
40302,104239
48450,126582
7291,19499
40302,104240
48459,126592
48461,126594
48465,126604
48465,126603
48465,126605
48465,126607
35144,93013
35144,93012
40303,104245
29514,77768
35144,93016
48469,126613
35147,93019
35147,93020
29515,77773
29515,77771
29515,77772
35147,93021
35147,93022
29517,77775
35150,93033
35150,93044
35150,93032
35150,93035
35150,93042
35150,93036
35153,93062
35153,93069
35160,93094
35160,93092
29517,77779
29517,77780
29519,77785
29519,77786
48474,126633
48474,126634
35161,93098
35161,93097
29519,77790
48480,126649
35161,93099
35162,93106
35162,93108
35162,93107
40303,104250
40303,104249
40304,104252
35162,93110
7295,19504
40304,104253
35165,93113
40310,104270
40313,104277
29523,77799
48485,126665
48485,126669
48485,126667
44545,115039
44545,115037
32,46
32,47
3448,8563
44546,115040
3448,8564
40344,104329
40344,104327
40344,104331
29524,77811
40344,104328
29532,77825
40344,104338
3448,8565
40344,104337
40344,104340
48485,126664
7296,19507
40344,104345
7304,19520
40368,104394
48486,126679
35175,93134
7304,19521
3449,8566
3449,8568
3449,8567
3449,8569
34,55
34,59
35185,93171
7307,19526
29533,77827
7312,19535
40370,104417
29534,77830
29542,77880
7315,19538
35186,93176
3451,8571
35187,93181
35187,93178
35187,93179
35187,93182
7315,19543
3456,8585
3456,8587
29544,77883
7315,19545
35189,93192
29547,77890
29547,77892
3457,8593
3457,8596
35189,93194
3457,8595
35189,93193
29547,77891
7315,19539
3459,8598
29549,77897
29549,77896
35214,93234
35214,93236
7319,19552
35214,93239
7325,19562
7330,19571
35214,93241
7330,19572
36,63
7337,19581
7344,19594
7344,19592
35217,93252
35222,93260
7344,19595
3460,8605
3460,8604
29549,77899
3461,8606
3461,8607
40370,104422
3465,8620
3464,8615
3464,8617
40381,104438
40381,104442
40390,104456
29550,77905
7347,19599
7347,19602
13017,33986
55465,141782
7347,19601
55417,141734
24107,63303
40390,104455
16271,42981
16273,42988
37,65
7349,19610
29552,77912
7349,19609
39,69
39,67
24108,63308
44,79
44,84
3470,8636
24111,63315
3470,8641
40390,104479
3470,8642
44,82
16273,42990
7381,19653
7381,19652
24111,63317
24112,63318
40412,104522
3470,8640
40412,104521
40414,104526
40414,104529
16281,43011
7383,19662
16283,43013
40414,104527
7383,19661
7384,19665
7384,19663
35225,93267
35225,93268
48486,126684
35225,93269
35225,93270
35225,93274
48489,126688
35225,93273
3485,8663
55419,141736
7384,19664
29554,77921
29554,77919
24113,63334
24113,63330
7386,19669
24113,63338
40419,104538
55423,141740
24117,63368
55429,141746
29555,77926
29554,77924
24117,63367
29556,77927
48492,126692
48492,126691
44549,115047
7390,19676
48494,126697
29556,77928
3489,8675
48498,126704
44550,115050
55,115
55,116
13019,33991
13019,33993
35227,93284
44551,115057
55432,141749
48498,126706
13022,34000
13022,34002
54,101
55436,141753
13022,34001
29564,77943
3489,8676
55441,141758
35227,93285
13026,34013
44552,115060
13026,34014
3490,8679
44553,115072
13028,34020
54,106
29606,78013
44553,115073
24119,63375
24119,63378
13028,34019
24121,63386
24121,63392
3493,8684
3495,8693
40435,104574
29614,78032
3495,8694
40435,104575
68,142
68,143
3495,8692
44554,115075
44554,115076
24125,63405
29617,78042
24128,63408
24128,63409
13031,34036
3496,8701
16296,43038
68,146
68,148
24141,63443
3496,8702
102,196
16298,43045
16298,43046
16298,43048
40435,104577
16298,43049
40437,104579
13034,34045
16299,43058
40437,104583
40437,104581
16309,43085
16310,43087
40437,104580
16311,43092
13034,34050
7391,19679
13037,34058
13037,34054
29617,78043
7406,19709
7406,19711
7406,19712
29624,78051
3499,8707
55476,141793
3503,8711
24152,63461
24152,63462
24152,63466
55536,141861
3505,8716
13039,34067
48502,126712
48514,126745
13040,34068
29636,78071
55480,141797
48515,126748
29636,78070
44555,115079
24154,63478
40437,104582
44555,115080
13041,34072
48515,126749
55536,141862
44556,115086
13041,34073
24155,63481
24155,63482
24155,63480
24155,63483
48515,126751
16311,43093
16314,43099
108,210
108,211
13044,34088
29640,78080
29641,78083
29641,78084
44558,115093
29641,78085
29641,78082
109,215
44558,115095
7432,19744
35230,93292
3505,8722
44558,115096
3505,8724
24158,63496
29642,78086
16314,43101
48522,126769
16317,43110
48530,126777
110,218
29647,78116
16324,43126
48530,126778
24158,63498
24159,63500
24160,63502
111,225
111,223
44558,115098
44560,115100
44561,115108
115,244
115,247
7434,19749
7434,19750
115,243
116,248
122,260
44562,115110
40438,104586
40438,104589
40438,104585
44562,115111
40439,104592
40439,104593
44562,115112
3506,8727
44562,115113
3508,8733
122,264
122,266
24162,63511
123,267
48539,126792
123,277
123,276
123,274
29650,78127
29650,78126
3508,8734
29651,78132
29651,78133
40477,104653
40477,104654
7435,19754
48540,126796
29652,78137
48549,126805
44562,115116
35231,93293
3510,8745
48549,126808
29654,78139
44563,115118
3511,8750
35232,93297
16338,43149
7442,19774
44564,115119
29654,78141
16346,43164
44564,115123
44564,115122
29660,78154
152,348
152,349
152,352
35233,93301
3512,8753
44565,115125
3512,8755
3512,8754
35240,93311
7447,19779
35251,93342
3515,8760
7447,19780
29671,78171
40478,104657
3515,8762
7450,19787
7450,19789
3518,8765
7450,19783
13044,34091
7451,19799
13045,34092
7451,19802
51292,134480
29672,78172
51299,134488
29674,78174
29674,78177
13046,34093
35255,93347
51306,134501
7452,19811
169,391
44565,115130
35263,93359
3522,8774
51314,134515
51315,134518
48550,126818
35263,93361
51320,134525
44570,115155
51324,134542
7453,19816
3522,8780
35264,93369
13050,34098
29674,78175
35264,93367
35264,93368
48550,126819
44571,115166
44571,115165
29707,78231
7453,19818
29707,78232
3522,8781
29709,78237
13056,34117
13050,34104
13063,34128
13063,34130
13063,34129
29711,78240
35280,93397
40481,104661
35291,93413
40481,104663
40481,104664
29712,78243
40483,104668
40484,104670
29712,78247
29712,78244
51326,134555
51328,134562
51328,134563
13063,34127
7466,19836
40490,104681
51329,134567
7475,19847
29714,78251
29714,78252
35300,93424
7476,19849
7476,19848
40491,104694
3522,8794
7476,19854
29716,78268
13064,34134
29716,78273
51332,134573
3544,8824
29721,78287
29721,78288
3549,8837
3549,8836
29727,78298
7489,19874
13066,34146
29729,78300
13067,34147
13067,34155
3551,8844
13068,34161
13068,34163
13068,34160
29740,78319
13068,34162
29740,78323
16349,43172
13068,34166
13068,34159
13068,34165
16353,43176
170,394
24162,63514
51333,134579
24163,63517
51333,134591
24163,63518
24163,63515
24163,63519
24163,63521
29747,78333
13070,34169
24169,63532
24172,63541
29747,78335
51335,134614
29752,78358
29756,78364
29757,78367
40492,104705
29757,78365
40492,104703
40492,104698
44571,115168
24179,63549
7495,19880
40494,104716
40494,104717
7507,19899
7507,19900
7507,19898
29757,78371
51338,134627
48551,126834
51338,134629
51338,134628
40494,104718
51338,134632
178,404
13072,34172
178,403
178,405
51338,134630
48563,126854
48563,126856
48563,126858
48563,126855
48563,126857
16355,43181
182,416
51338,134634
182,417
196,435
44574,115178
44576,115183
44576,115182
196,436
196,437
48564,126863
48564,126864
51339,134639
3551,8842
198,440
202,447
40495,104720
40495,104721
48565,126869
48565,126870
29757,78366
51339,134641
44576,115185
44577,115186
44581,115190
48567,126879
51339,134645
40498,104729
44581,115192
40498,104730
24221,63599
51341,134650
40498,104731
51342,134653
51342,134654
16356,43184
24254,63644
29757,78369
16357,43187
16357,43190
48579,126909
48578,126903
16357,43186
16357,43188
7510,19913
24255,63647
51343,134662
16357,43189
24255,63646
51344,134667
51344,134665
44582,115195
16357,43192
51344,134675
51345,134678
16367,43215
51345,134679
51345,134677
48578,126901
44582,115197
24276,63681
44583,115201
51346,134682
24282,63688
44596,115221
48582,126914
48582,126913
7515,19924
48585,126922
29757,78376
48585,126920
29758,78377
51351,134689
48586,126927
48586,126930
51351,134690
16379,43239
29760,78381
44602,115238
29765,78394
29769,78404
29769,78405
29775,78420
29775,78421
44603,115239
29775,78416
51360,134715
51360,134713
44603,115241
7520,19931
51360,134714
44603,115242
7529,19969
29775,78418
3551,8843
7531,19972
7531,19979
7531,19971
7531,19973
24284,63697
35301,93427
48586,126937
44603,115245
44604,115246
48588,126946
7531,19974
16379,43242
35317,93447
40500,104743
35333,93475
48588,126945
3553,8851
40500,104745
48588,126948
51360,134717
3557,8861
51360,134716
35345,93496
51361,134718
7545,19999
51365,134723
7545,20001
35345,93494
40502,104759
7558,20033
7558,20029
7558,20030
7558,20031
40503,104763
24286,63701
35351,93525
51365,134728
51365,134724
35351,93524
3699,9011
51365,134725
3699,9014
3699,9017
24288,63703
48589,126958
3699,9012
48589,126957
24289,63704
24289,63707
7558,20032
3702,9034
48591,126965
48591,126967
7559,20035
48598,126983
24289,63706
7565,20050
48604,127001
48604,127000
48604,127006
51366,134734
51366,134736
51366,134739
51366,134738
51366,134737
40505,104769
48604,127019
51366,134741
48607,127028
24290,63713
35356,93537
16380,43244
35356,93538
16380,43247
24290,63715
203,452
35356,93539
48607,127034
7568,20068
35359,93548
16390,43272
29787,78450
7571,20074
48625,127065
48625,127063
48625,127066
24290,63717
3708,9065
24290,63723
24291,63725
24291,63726
35361,93551
24291,63728
24291,63731
203,453
29787,78451
206,459
35361,93550
206,456
48625,127062
24292,63734
7573,20082
7573,20080
206,462
206,465
40506,104771
16396,43284
7573,20081
16396,43285
40506,104772
24292,63735
7573,20083
208,478
7573,20085
44606,115251
44608,115263
24292,63732
7582,20106
40507,104786
24292,63733
16397,43291
7584,20109
3709,9075
3709,9076
48625,127069
44626,115294
29794,78466
29794,78467
48628,127081
3709,9079
29797,78472
7587,20114
16399,43297
3715,9102
40509,104789
29797,78474
29804,78484
29806,78490
